DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),
9/6/2009 13:00:00, 11.1,117.1,  3.1,  1.1, 16.538, 28.72,  0.0,  0.0,  0.046,  97.43,  0.031,  90.00,  0.064,  92.68,  0.087,  91.97,  0.058,  30.11,  0.013, 118.61,  0.028,  94.09,  0.008,  39.81,  0.009, 153.43,  0.026, 287.74,  0.022, 357.40,  0.031, 339.23,  0.044,  15.95,  0.144, 289.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 14:00:00, 11.1,117.0,  3.1,  1.1, 16.513, 28.67,  0.0,  0.0,  0.051, 167.59,  0.057, 180.00,  0.045,  56.66,  0.023, 325.62,  0.033,  32.74,  0.030,  43.67,  0.038,  70.14,  0.065, 101.48,  0.073,  28.67,  0.036,  22.99,  0.027, 296.57,  0.030, 327.38,  0.043, 356.01,  0.092, 335.66,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 15:00:00, 11.1,117.0,  3.1,  1.1, 16.496, 28.67,  0.0,  0.0,  0.106,  38.49,  0.068,   0.00,  0.042, 324.78,  0.010, 233.13,  0.037,   0.00,  0.040, 270.00,  0.051, 114.08,  0.024, 260.54,  0.030,  68.55,  0.065, 335.41,  0.038,  51.34,  0.044,  84.81,  0.044, 107.20,  0.056, 292.93,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 16:00:00, 11.1,117.0,  3.1,  1.1, 16.490, 28.68,  0.0,  0.0,  0.067, 314.40,  0.071,  64.16,  0.059,  10.74,  0.050,   5.71,  0.025, 139.90,  0.020, 348.69,  0.009,   0.00,  0.033, 354.81,  0.006,  90.00,  0.022,  20.85,  0.029, 176.05,  0.012, 329.04,  0.007,  15.95,  0.111, 290.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 17:00:00, 11.1,117.0,  3.1,  1.1, 16.498, 28.68,  0.0,  0.0,  0.044, 129.47,  0.056, 172.87,  0.067,  11.14,  0.066, 266.53,  0.030, 209.98,  0.039,  94.40,  0.010, 253.30,  0.077, 302.87,  0.016, 248.20,  0.010, 240.95,  0.013, 116.57,  0.025,  16.26,  0.032, 155.85,  0.170, 290.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 18:00:00, 11.1,116.9,  3.1,  1.1, 16.508, 28.67,  0.0,  0.0,  0.084, 139.33,  0.098,  59.24,  0.049, 137.49,  0.033,  25.02,  0.013,  71.57,  0.043, 341.15,  0.049, 275.83,  0.073, 236.09,  0.049, 225.00,  0.037, 197.45,  0.013, 221.99,  0.033, 227.49,  0.037, 271.55,  0.046, 232.13,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 19:00:00, 11.1,117.1,  3.1,  1.1, 16.522, 28.71,  0.0,  0.0,  0.032, 245.85,  0.036, 207.98,  0.040, 177.14,  0.002, 270.00,  0.047, 289.98,  0.087, 349.46,  0.038, 201.80,  0.074, 207.26,  0.032, 145.30,  0.022, 114.23,  0.051, 172.18,  0.019,  55.49,  0.073, 205.87,  0.086, 144.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 20:00:00, 11.1,117.1,  3.1,  1.1, 16.543, 28.74,  0.0,  0.0,  0.005,  21.80,  0.019, 356.99,  0.009, 341.57,  0.056, 188.28,  0.028, 263.88,  0.018,  70.56,  0.025, 170.91,  0.012,  30.96,  0.052, 222.65,  0.003, 251.57,  0.002, 243.43,  0.038, 212.01,  0.033, 186.91,  0.090, 215.98,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 21:00:00, 11.1,117.0,  3.1,  1.1, 16.566, 28.70,  0.0,  0.0,  0.070, 347.56,  0.039, 126.57,  0.034, 214.16,  0.013,  32.47,  0.028, 270.00,  0.063, 278.26,  0.044, 194.35,  0.050, 271.15,  0.050, 206.05,  0.034, 188.37,  0.061, 190.39,  0.034, 178.32,  0.055, 173.77,  0.044, 189.25,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 22:00:00, 11.1,117.0,  3.1,  1.1, 16.560, 28.69,  0.0,  0.0,  0.049, 236.63,  0.054,  37.50,  0.028, 169.88,  0.025, 111.37,  0.040, 200.73,  0.041, 255.96,  0.041, 287.10,  0.022, 177.40,  0.058, 169.08,  0.094, 210.12,  0.038, 358.49,  0.019, 141.34,  0.067, 180.00,  0.097, 251.38,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/6/2009 23:00:00, 11.1,117.1,  3.1,  1.1, 16.559, 28.71,  0.0,  0.0,  0.054, 221.99,  0.011, 185.19,  0.034, 100.30,  0.074, 190.86,  0.056, 192.31,  0.058, 291.25,  0.031, 159.23,  0.059, 250.02,  0.028, 198.43,  0.053, 191.94,  0.014, 225.00,  0.062, 219.81,  0.062, 182.77,  0.060, 279.62,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 00:00:00, 11.1,117.1,  3.1,  1.1, 16.515, 28.72,  0.0,  0.0,  0.087, 236.31,  0.080, 203.67,  0.039, 182.94,  0.033, 171.38,  0.067, 136.81,  0.039, 154.09,  0.075, 173.91,  0.061, 235.01,  0.106, 207.53,  0.040, 228.01,  0.052, 191.09,  0.049, 158.63,  0.042, 186.79,  0.172, 277.70,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 01:00:00, 11.1,117.0,  3.1,  1.1, 16.481, 28.76,  0.0,  0.0,  0.025, 180.00,  0.086, 136.42,  0.046, 113.20,  0.027, 206.57,  0.039, 264.14,  0.030, 160.35,  0.086, 151.65,  0.083, 199.09,  0.060, 176.19,  0.083, 194.71,  0.036, 207.98,  0.044, 205.41,  0.058, 189.95,  0.074, 247.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 02:00:00, 11.1,117.1,  3.1,  1.1, 16.455, 28.73,  0.0,  0.0,  0.099, 255.40,  0.055, 174.81,  0.045, 237.72,  0.044, 263.52,  0.010,  16.70,  0.064, 133.11,  0.032, 187.13,  0.106, 183.78,  0.038, 132.88,  0.065, 131.27,  0.098, 177.08,  0.017, 122.74,  0.029,  43.60,  0.144, 278.41,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 03:00:00, 11.1,116.8,  3.1,  1.1, 16.428, 28.75,  0.0,  0.0,  0.028, 188.13,  0.030,  27.41,  0.051, 189.09,  0.112, 195.52,  0.040, 341.11,  0.049, 112.89,  0.049, 158.63,  0.037, 133.92,  0.063, 139.50,  0.018, 247.62,  0.040, 222.95,  0.034, 254.74,  0.091, 206.00,  0.117, 262.15,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 04:00:00, 11.1,117.0,  3.1,  1.1, 16.425, 28.76,  0.0,  0.0,  0.044, 142.35,  0.033, 188.62,  0.052, 146.00,  0.062, 136.30,  0.029, 202.17,  0.043,   1.33,  0.048, 157.75,  0.016,  90.00,  0.004,  90.00,  0.018, 229.40,  0.091, 222.32,  0.034, 186.71,  0.038, 248.20,  0.135, 255.45,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 05:00:00, 11.1,117.0,  3.1,  1.1, 16.438, 28.74,  0.0,  0.0,  0.049, 255.68,  0.043, 251.15,  0.079, 158.60,  0.032, 212.20,  0.055, 181.04,  0.028,  22.93,  0.023,  43.26,  0.068,  95.88,  0.057, 159.33,  0.005, 216.87,  0.039, 188.75,  0.026,  92.20,  0.018,  77.47,  0.117, 265.11,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 06:00:00, 11.1,116.8,  3.1,  1.1, 16.448, 28.73,  0.0,  0.0,  0.089, 198.43,  0.057, 135.00,  0.101, 176.60,  0.040, 138.01,  0.020, 153.43,  0.036, 117.98,  0.089, 170.96,  0.014,  56.31,  0.089, 199.05,  0.066, 194.88,  0.058, 195.00,  0.090, 196.82,  0.024, 289.18,  0.026, 294.62,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 07:00:00, 11.1,116.9,  3.1,  1.1, 16.484, 28.71,  0.0,  0.0,  0.050, 280.41,  0.040, 267.14,  0.012, 325.01,  0.032, 231.34,  0.092, 207.96,  0.054, 155.82,  0.081, 169.38,  0.035, 123.23,  0.056,  21.04,  0.056, 224.27,  0.047, 161.57,  0.059, 208.30,  0.031,  82.65,  0.020, 284.74,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 08:00:00, 11.1,116.8,  3.1,  1.1, 16.512, 28.71,  0.0,  0.0,  0.054, 322.50,  0.022, 182.60,  0.050, 152.40,  0.032, 174.64,  0.085, 178.65,  0.033, 263.09,  0.052, 216.43,  0.038, 198.43,  0.059, 166.20,  0.086, 151.65,  0.066, 166.81,  0.074, 262.20,  0.043, 229.69,  0.021, 199.29,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 09:00:00, 11.1,116.9,  3.1,  1.1, 16.540, 28.71,  0.0,  0.0,  0.050,  34.33,  0.067, 182.56,  0.056, 114.27,  0.015, 289.65,  0.031, 183.69,  0.050,  91.15,  0.018, 202.38,  0.016, 116.57,  0.033,  96.91,  0.066, 234.87,  0.062, 171.61,  0.079, 183.62,  0.025, 228.18,  0.133, 250.75,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 10:00:00, 11.1,116.9,  3.1,  1.1, 16.567, 28.73,  0.0,  0.0,  0.018,  73.61,  0.041, 285.75,  0.079, 177.83,  0.066, 250.46,  0.050, 212.74,  0.053, 173.54,  0.068, 150.78,  0.078, 175.60,  0.072, 187.22,  0.058, 207.90,  0.048, 232.65,  0.051, 156.95,  0.038, 132.88,  0.030, 289.65,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 11:00:00, 11.1,117.1,  3.1,  1.1, 16.555, 28.74,  0.0,  0.0,  0.106, 101.42,  0.067, 122.74,  0.104, 213.23,  0.026, 242.45,  0.017,  76.76,  0.084, 116.26,  0.108,  98.50,  0.066, 121.26,  0.062, 104.93,  0.022, 105.95,  0.029,   0.00,  0.024, 250.82,  0.032, 237.80,  0.044, 328.82,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 12:00:00, 11.1,117.0,  3.1,  1.1, 16.543, 28.77,  0.0,  0.0,  0.042, 133.09,  0.041, 164.62,  0.013, 243.43,  0.032,  82.87,  0.051,  74.05,  0.006,  90.00,  0.048, 102.01,  0.078,  89.27,  0.057,  54.34,  0.054, 100.68,  0.025,  92.29,  0.025,   2.29,  0.019,  78.11,  0.032, 190.95,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 13:00:00, 11.1,117.0,  3.1,  1.1, 16.524, 28.79,  0.0,  0.0,  0.090,  66.30,  0.048,  18.06,  0.067,  20.85,  0.057,  35.07,  0.023,  50.19,  0.047,  35.39,  0.006, 210.96,  0.049, 194.32,  0.064,  61.82,  0.045,  63.43,  0.042,  58.57,  0.029,  75.96,  0.034, 125.54,  0.048, 240.26,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 14:00:00, 11.1,117.0,  3.1,  1.1, 16.509, 28.83,  0.0,  0.0,  0.140,  18.31,  0.043,  52.59,  0.067, 341.83,  0.022, 326.31,  0.082,  27.50,  0.046,  90.00,  0.036, 131.63,  0.046, 145.62,  0.059,  66.04,  0.044,  88.70,  0.017,  61.93,  0.053,  38.83,  0.047,  23.84,  0.093, 278.65,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 15:00:00, 11.1,117.0,  3.1,  1.1, 16.490, 28.85,  0.0,  0.0,  0.059,   1.94,  0.097,  47.92,  0.034,  83.29,  0.068,  50.95,  0.039,  81.25,  0.082,  16.23,  0.053,  34.29,  0.060,  83.35,  0.059,  53.33,  0.046,  52.88,  0.029, 112.17,  0.051,  25.56,  0.046, 257.47,  0.164, 267.21,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 16:00:00, 11.1,117.1,  3.1,  1.1, 16.484, 28.85,  0.0,  0.0,  0.009, 125.54,  0.044, 221.31,  0.014,  98.13,  0.068, 342.90,  0.029,   1.97,  0.047,  24.94,  0.043,  82.06,  0.056,  88.98,  0.084,  58.57,  0.057,  99.13,  0.025, 311.82,  0.048,  51.71,  0.046,  86.27,  0.080, 262.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 17:00:00, 11.1,117.0,  3.1,  1.1, 16.486, 28.84,  0.0,  0.0,  0.043, 106.31,  0.026,   4.40,  0.009, 192.53,  0.027,  92.12,  0.038,  23.20,  0.054, 324.83,  0.047,  94.86,  0.018, 157.62,  0.037, 197.45,  0.049, 173.02,  0.036, 181.59,  0.028, 133.53,  0.046, 148.39,  0.182, 244.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 18:00:00, 11.1,116.9,  3.1,  1.1, 16.495, 28.83,  0.0,  0.0,  0.039, 199.36,  0.014, 184.09,  0.052, 118.52,  0.041,  14.04,  0.021, 112.83,  0.032,  25.77,  0.036, 281.31,  0.034, 180.00,  0.035,  85.10,  0.061, 146.31,  0.082, 201.54,  0.092, 143.38,  0.028,  68.96,  0.096, 296.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 19:00:00, 11.1,117.0,  3.1,  1.1, 16.513, 28.83,  0.0,  0.0,  0.091, 313.21,  0.116, 318.49,  0.166, 344.62,  0.134, 336.30,  0.019, 308.66,  0.081, 335.03,  0.040, 354.29,  0.067, 334.20,  0.027,   0.00,  0.018, 225.00,  0.059,  10.74,  0.018, 257.47,  0.019, 212.01,  0.112, 270.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 20:00:00, 11.1,117.1,  3.1,  1.1, 16.517, 28.83,  0.0,  0.0,  0.025, 191.77,  0.073, 191.93,  0.082, 188.43,  0.052, 256.76,  0.028, 145.18,  0.021, 207.76,  0.012, 180.00,  0.040, 227.05,  0.049, 212.38,  0.048, 232.65,  0.033, 141.07,  0.013, 251.57,  0.070, 175.91,  0.128, 255.10,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 21:00:00, 11.1,116.9,  3.1,  1.1, 16.535, 28.83,  0.0,  0.0,  0.033, 307.57,  0.035, 292.11,  0.060, 186.65,  0.072, 183.97,  0.067, 209.64,  0.080, 182.86,  0.012, 210.96,  0.029, 159.68,  0.107, 148.39,  0.058, 199.06,  0.072, 188.02,  0.070, 192.44,  0.051, 206.57,  0.102, 264.40,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 22:00:00, 11.1,117.0,  3.1,  1.1, 16.544, 28.83,  0.0,  0.0,  0.054, 211.33,  0.055, 129.81,  0.090, 247.72,  0.022, 200.85,  0.038, 234.64,  0.094, 149.88,  0.017, 208.07,  0.063, 192.93,  0.089, 186.48,  0.094, 208.76,  0.078, 172.60,  0.028, 142.31,  0.011, 158.20,  0.013,  81.25,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/7/2009 23:00:00, 11.1,117.0,  3.1,  1.1, 16.533, 28.83,  0.0,  0.0,  0.037, 235.89,  0.151, 215.58,  0.036, 173.66,  0.086, 179.33,  0.068, 180.84,  0.110, 200.25,  0.080, 215.29,  0.102, 190.20,  0.113, 194.41,  0.130, 194.25,  0.151, 190.71,  0.123, 190.76,  0.072, 200.19,  0.111, 251.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 00:00:00, 11.1,117.0,  3.1,  1.1, 16.507, 28.84,  0.0,  0.0,  0.088, 170.22,  0.057, 225.00,  0.018, 163.61,  0.071, 180.81,  0.087, 195.95,  0.109, 203.75,  0.084, 196.50,  0.130, 204.59,  0.077, 186.75,  0.111, 190.40,  0.099, 198.80,  0.087, 187.29,  0.076, 180.00,  0.038, 225.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 01:00:00, 11.1,116.8,  3.1,  1.1, 16.484, 28.82,  0.0,  0.0,  0.139, 226.75,  0.056, 259.70,  0.075, 130.10,  0.147, 196.96,  0.163, 186.34,  0.075, 168.39,  0.070, 177.55,  0.083, 163.96,  0.031, 157.52,  0.058, 247.83,  0.100, 204.78,  0.129, 199.98,  0.057, 183.01,  0.061, 209.51,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 02:00:00, 11.1,117.1,  3.1,  1.1, 16.454, 28.80,  0.0,  0.0,  0.022,  95.19,  0.052, 182.20,  0.100, 192.09,  0.104, 191.09,  0.158, 190.60,  0.133, 215.24,  0.106, 211.15,  0.072, 187.22,  0.080, 206.57,  0.090, 193.42,  0.135, 170.19,  0.066, 149.93,  0.129, 180.44,  0.136, 245.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 03:00:00, 11.1,116.9,  3.1,  1.1, 16.428, 28.80,  0.0,  0.0,  0.066, 178.26,  0.084, 172.45,  0.051, 157.99,  0.022,  97.77,  0.143, 173.57,  0.089, 169.70,  0.119, 174.67,  0.143, 184.00,  0.116, 190.44,  0.108, 202.99,  0.089, 164.41,  0.083, 168.83,  0.088, 154.31,  0.117, 245.84,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 04:00:00, 11.1,116.9,  3.1,  1.1, 16.417, 28.80,  0.0,  0.0,  0.040, 212.91,  0.086, 225.47,  0.074, 176.91,  0.116, 220.44,  0.099, 200.62,  0.039, 234.29,  0.048, 225.00,  0.053, 183.24,  0.086, 183.99,  0.082, 195.56,  0.059, 213.15,  0.089, 176.78,  0.094, 180.61,  0.049, 181.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 05:00:00, 11.1,117.0,  3.1,  1.1, 16.430, 28.78,  0.0,  0.0,  0.032, 163.81,  0.064, 187.13,  0.054, 243.43,  0.061, 135.00,  0.070, 156.37,  0.072, 167.91,  0.022, 161.57,  0.058, 120.96,  0.079, 131.93,  0.034, 121.83,  0.033, 139.97,  0.028, 129.29,  0.074,  68.63,  0.080, 267.85,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 06:00:00, 11.1,117.0,  3.1,  1.1, 16.446, 28.75,  0.0,  0.0,  0.034, 120.38,  0.077,  78.84,  0.072, 123.69,  0.053, 149.59,  0.035,  91.64,  0.018, 135.00,  0.020, 246.04,  0.028, 182.05,  0.026, 247.38,  0.045, 209.43,  0.030, 285.42,  0.011, 225.00,  0.091, 195.86,  0.061, 246.80,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 07:00:00, 11.1,116.9,  3.1,  1.1, 16.471, 28.74,  0.0,  0.0,  0.035, 117.30,  0.065, 209.31,  0.091, 151.19,  0.035,  90.00,  0.052, 339.83,  0.007,  45.00,  0.055, 154.36,  0.047, 187.28,  0.023, 142.13,  0.019, 205.20,  0.025, 143.13,  0.065, 151.46,  0.044, 111.32,  0.067, 275.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 08:00:00, 11.1,116.9,  3.1,  1.1, 16.509, 28.75,  0.0,  0.0,  0.063,  37.95,  0.039, 345.26,  0.034, 118.07,  0.024,  92.39,  0.037, 157.62,  0.064, 129.92,  0.066, 162.39,  0.029, 125.31,  0.060,  93.81,  0.058,  90.99,  0.044,  87.40,  0.015, 195.95,  0.049, 167.09,  0.043, 138.81,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 09:00:00, 11.1,116.8,  3.1,  1.1, 16.547, 28.77,  0.0,  0.0,  0.117, 148.62,  0.068,  25.43,  0.085, 208.99,  0.067, 272.56,  0.045,  53.13,  0.053, 204.62,  0.017, 331.93,  0.042, 199.29,  0.022, 164.05,  0.053, 240.52,  0.057, 266.99,  0.055, 236.02,  0.058, 231.34,  0.064, 317.54,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 10:00:00, 11.1,117.0,  3.1,  1.1, 16.585, 28.79,  0.0,  0.0,  0.046,  76.26,  0.058,  25.68,  0.073, 258.07,  0.044,  31.18,  0.044, 121.87,  0.058,  70.94,  0.110, 145.73,  0.128, 124.81,  0.102, 149.91,  0.018, 150.64,  0.045, 186.34,  0.031,  73.30,  0.076,  69.89,  0.134, 286.41,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 11:00:00, 11.1,117.0,  3.1,  1.1, 16.595, 28.81,  0.0,  0.0,  0.046, 341.18,  0.040, 347.01,  0.052, 214.00,  0.066, 176.53,  0.026,  35.54,  0.066,  85.67,  0.093, 120.43,  0.042, 139.84,  0.043,  68.20,  0.079,  80.54,  0.091, 102.05,  0.056, 121.14,  0.067, 137.44,  0.085, 241.01,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 12:00:00, 11.1,116.9,  3.1,  1.1, 16.583, 28.85,  0.0,  0.0,  0.053, 131.19,  0.041, 330.95,  0.030,   3.81,  0.040,  69.27,  0.034,   3.37,  0.054, 319.51,  0.037, 349.00,  0.028, 182.05,  0.059, 176.12,  0.018, 222.71,  0.059, 151.70,  0.050, 160.11,  0.015, 118.30,  0.051, 288.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 13:00:00, 11.1,117.0,  3.1,  1.1, 16.567, 28.86,  0.0,  0.0,  0.015,  70.35,  0.060, 116.57,  0.070, 122.09,  0.029, 130.82,  0.076, 168.69,  0.030, 105.42,  0.068, 175.79,  0.038, 175.49,  0.076, 195.32,  0.080, 182.86,  0.115, 162.35,  0.026, 128.66,  0.052,  94.40,  0.059, 297.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 14:00:00, 11.1,117.1,  3.1,  1.1, 16.554, 28.85,  0.0,  0.0,  0.108, 338.89,  0.058, 122.32,  0.034,  74.74,  0.062,  11.13,  0.024, 124.99,  0.042, 180.00,  0.045, 140.36,  0.081, 117.82,  0.032, 261.12,  0.021, 135.00,  0.029, 105.95,  0.017,  61.93,  0.016, 111.80,  0.084, 354.56,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 15:00:00, 11.1,117.0,  3.1,  1.1, 16.546, 28.88,  0.0,  0.0,  0.101, 106.10,  0.087,  97.29,  0.073,  99.46,  0.052, 102.17,  0.057, 127.87,  0.056,  72.22,  0.030,  91.91,  0.057, 139.29,  0.067,  32.74,  0.065,  26.57,  0.043,  61.07,  0.001, 270.00,  0.025, 196.26,  0.036, 271.59,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 16:00:00, 11.1,117.0,  3.1,  1.1, 16.527, 28.88,  0.0,  0.0,  0.032, 351.12,  0.073,  12.70,  0.023,  90.00,  0.049,  75.96,  0.064,  99.90,  0.029, 342.18,  0.012,  90.00,  0.064,  69.86,  0.067, 108.17,  0.040,  43.99,  0.039,  64.09,  0.032,  12.72,  0.019, 188.97,  0.100, 299.39,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 17:00:00, 11.1,117.0,  3.1,  1.1, 16.527, 28.86,  0.0,  0.0,  0.008, 140.19,  0.050,  58.84,  0.007, 164.05,  0.045,  36.87,  0.017, 356.63,  0.055,  95.19,  0.076,  32.64,  0.020, 149.53,  0.016, 262.87,  0.058,  15.00,  0.086, 114.78,  0.020, 191.31,  0.056, 247.07,  0.081, 253.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 18:00:00, 11.1,117.0,  3.1,  1.1, 16.514, 28.84,  0.0,  0.0,  0.073,   0.00,  0.068, 261.51,  0.032,   0.00,  0.084, 331.61,  0.015, 216.87,  0.044, 295.41,  0.026, 155.38,  0.058,  22.17,  0.059,  56.04,  0.075,  90.00,  0.028,  21.04,  0.054, 111.80,  0.030, 135.00,  0.158, 281.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 19:00:00, 11.1,117.0,  3.1,  1.1, 16.514, 28.84,  0.0,  0.0,  0.072, 305.45,  0.087, 337.83,  0.026, 177.80,  0.058, 309.43,  0.051, 334.44,  0.015,   0.00,  0.047, 304.70,  0.020,  53.13,  0.068, 317.39,  0.053,  82.48,  0.093,  73.72,  0.058,  79.08,  0.047,  64.54,  0.092, 283.88,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 20:00:00, 11.1,117.0,  3.1,  1.1, 16.516, 28.85,  0.0,  0.0,  0.060, 330.02,  0.054,  22.78,  0.068,  58.17,  0.048,  63.97,  0.011, 254.74,  0.059,  99.78,  0.022,  20.85,  0.028, 154.36,  0.034, 263.29,  0.010, 209.05,  0.023,  59.04,  0.047,  85.14,  0.064,  10.78,  0.173, 285.08,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 21:00:00, 11.1,117.1,  3.1,  1.1, 16.534, 28.88,  0.0,  0.0,  0.072, 246.28,  0.041, 264.43,  0.078, 284.04,  0.033, 259.38,  0.022,  65.77,  0.046,  81.16,  0.037, 184.64,  0.039, 106.56,  0.080, 133.48,  0.052, 100.01,  0.020,  23.96,  0.060,  40.91,  0.063,  79.94,  0.062, 301.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
9/8/2009 22:00:00, 11.1,117.0,  3.1,  1.1, 16.535, 28.88,  0.0,  0.0,  0.012,  34.99,  0.044, 283.09,  0.045, 318.58,  0.050, 302.74,  0.086, 202.67,  0.046, 266.27,  0.030, 297.41,  0.073, 231.71,  0.057, 343.78,  0.068, 104.44,  0.034, 112.75,  0.028, 139.40,  0.013, 308.66,  0.115, 297.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
