DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),
7/5/2009 17:00:00, 11.6,117.1,  2.6, -0.6, 16.730, 28.95,  0.0,  0.0,  0.087, 223.60,  0.045, 286.82,  0.051, 232.91,  0.001,  90.00,  0.043, 334.03,  0.033, 164.29,  0.049, 295.51,  0.028, 188.13,  0.045, 181.27,  0.039, 193.32,  0.032, 286.19,  0.051, 334.44,  0.033, 141.07,  0.043, 326.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 18:00:00, 11.6,117.2,  2.6, -0.6, 16.794, 28.95,  0.0,  0.0,  0.013,  26.57,  0.051,  49.76,  0.034, 270.00,  0.028, 149.74,  0.063, 226.93,  0.025, 265.43,  0.026, 107.74,  0.075,  91.53,  0.077, 125.97,  0.041, 114.68,  0.064,  94.47,  0.059,  71.26,  0.058,  88.03,  0.049, 348.23,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 19:00:00, 11.6,117.2,  2.6, -0.5, 16.858, 28.95,  0.0,  0.0,  0.022, 283.39,  0.010,  90.00,  0.045, 133.21,  0.060, 205.71,  0.072, 168.85,  0.025, 248.63,  0.013, 151.39,  0.074, 144.37,  0.058, 140.57,  0.044, 202.52,  0.059, 264.19,  0.012,  85.24,  0.059,  70.02,  0.010, 180.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 20:00:00, 11.6,117.1,  2.6, -0.5, 16.906, 28.93,  0.0,  0.0,  0.014, 107.10,  0.060, 198.43,  0.037,  45.00,  0.026,  72.26,  0.021, 131.19,  0.035, 244.89,  0.035,  81.87,  0.015, 262.41,  0.019, 308.66,  0.098,  20.28,  0.032,  64.23,  0.092,  63.43,  0.114,  60.51,  0.142,  60.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 21:00:00, 11.6,117.1,  2.6, -0.6, 16.903, 28.93,  0.0,  0.0,  0.034, 115.82,  0.022, 213.69,  0.034, 337.25,  0.025, 270.00,  0.021, 223.03,  0.042,   0.00,  0.019, 207.90,  0.013, 231.34,  0.029,  63.43,  0.052, 138.92,  0.010, 293.96,  0.027, 238.67,  0.098, 213.37,  0.061, 246.80,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 22:00:00, 11.6,117.1,  2.6, -0.5, 16.909, 28.92,  0.0,  0.0,  0.069, 276.61,  0.066, 245.77,  0.082, 239.39,  0.047, 235.30,  0.062, 203.68,  0.017, 193.24,  0.047, 173.93,  0.060, 168.50,  0.046, 141.15,  0.044, 271.30,  0.059, 227.07,  0.097, 271.18,  0.023, 352.57,  0.079,  55.30,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/5/2009 23:00:00, 11.6,117.2,  2.6, -0.5, 16.903, 28.90,  0.0,  0.0,  0.017, 100.01,  0.029, 270.00,  0.091, 206.00,  0.046, 227.64,  0.068, 266.63,  0.063, 232.77,  0.009,  96.34,  0.034, 245.70,  0.052, 239.04,  0.065, 253.81,  0.024, 204.44,  0.046, 227.64,  0.028, 149.74,  0.056, 347.69,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 00:00:00, 11.6,117.1,  2.6, -0.5, 16.842, 28.89,  0.0,  0.0,  0.084, 246.80,  0.025, 238.24,  0.060,  73.66,  0.037,  94.64,  0.031, 166.87,  0.066, 225.00,  0.063, 139.50,  0.095, 190.95,  0.076, 216.42,  0.018, 222.71,  0.050, 203.50,  0.039, 174.14,  0.030, 105.42,  0.021, 150.95,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 01:00:00, 11.6,117.1,  2.6, -0.5, 16.811, 28.89,  0.0,  0.0,  0.033, 117.35,  0.016, 338.20,  0.024, 207.65,  0.072, 180.00,  0.084, 132.09,  0.035, 166.76,  0.046, 172.57,  0.033, 321.07,  0.010, 281.31,  0.031, 196.70,  0.032, 236.31,  0.001, 225.00,  0.056, 192.31,  0.105, 252.26,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 02:00:00, 11.6,117.1,  2.6, -0.5, 16.754, 28.88,  0.0,  0.0,  0.051, 108.43,  0.036, 332.02,  0.041, 257.32,  0.061,  51.63,  0.021, 315.00,  0.042, 137.91,  0.027, 190.49,  0.016,  50.19,  0.037, 349.00,  0.054, 315.00,  0.032, 323.84,  0.068, 185.88,  0.056, 164.48,  0.082, 307.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 03:00:00, 11.6,117.0,  2.6, -0.5, 16.726, 28.87,  0.0,  0.0,  0.037, 277.70,  0.016, 270.00,  0.045, 130.46,  0.033, 136.22,  0.066, 100.46,  0.019,  98.97,  0.036, 347.12,  0.030, 137.73,  0.023, 347.20,  0.007, 285.95,  0.072, 100.38,  0.020, 200.22,  0.028,  12.53,  0.034, 238.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 04:00:00, 11.6,117.1,  2.6, -0.5, 16.695, 28.86,  0.0,  0.0,  0.044, 110.10,  0.031, 112.48,  0.093, 142.39,  0.025, 115.56,  0.048, 161.94,  0.067, 180.00,  0.061, 217.63,  0.077, 133.42,  0.047, 133.26,  0.047, 167.74,  0.029, 114.78,  0.031,  97.35,  0.046, 160.77,  0.028, 115.64,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 05:00:00, 11.6,117.2,  2.6, -0.5, 16.681, 28.85,  0.0,  0.0,  0.012, 279.46,  0.055, 270.00,  0.029, 268.03,  0.055, 235.44,  0.007, 344.05,  0.047,  73.89,  0.048,  75.38,  0.053,  81.25,  0.074,  79.14,  0.077, 156.41,  0.091, 168.57,  0.029,  72.18,  0.056,  76.46,  0.028, 177.95,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 06:00:00, 11.6,117.1,  2.6, -0.5, 16.661, 28.84,  0.0,  0.0,  0.007, 206.57,  0.045, 327.72,  0.015,  90.00,  0.057, 144.34,  0.018, 170.54,  0.027, 357.88,  0.058, 291.25,  0.050, 275.71,  0.017, 203.63,  0.028, 177.95,  0.044, 111.32,  0.061, 141.63,  0.058, 137.79,  0.042, 329.74,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 07:00:00, 11.6,117.0,  2.6, -0.5, 16.639, 28.83,  0.0,  0.0,  0.032, 261.12,  0.069, 349.18,  0.050, 287.35,  0.015, 143.13,  0.026, 184.40,  0.051, 347.59,  0.069, 190.82,  0.017, 210.96,  0.013, 212.47,  0.026,  67.38,  0.070,  56.08,  0.002,   0.00,  0.059, 171.18,  0.130, 302.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 08:00:00, 11.6,116.9,  2.6, -0.5, 16.634, 28.81,  0.0,  0.0,  0.033,   0.00,  0.039, 291.25,  0.042, 271.36,  0.013,  71.57,  0.046,  17.65,  0.031,  70.97,  0.022,  46.85,  0.052, 130.36,  0.011,  41.19,  0.050, 173.16,  0.068, 150.78,  0.059,  57.38,  0.049, 258.23,  0.087, 297.45,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 09:00:00, 11.6,117.0,  2.6, -0.5, 16.611, 28.79,  0.0,  0.0,  0.008,  23.20,  0.021,   2.73,  0.001, 180.00,  0.053, 208.01,  0.049, 217.57,  0.053, 142.70,  0.009, 130.60,  0.038, 169.29,  0.047, 225.00,  0.050, 272.29,  0.023, 170.13,  0.026,  98.75,  0.048, 175.24,  0.086, 155.22,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 10:00:00, 11.6,117.0,  2.7, -0.5, 16.582, 28.81,  0.0,  0.0,  0.042, 220.16,  0.039, 196.56,  0.025, 350.91,  0.014, 342.90,  0.039,  85.60,  0.008,  50.19,  0.040, 153.43,  0.037, 101.00,  0.032, 214.70,  0.017, 229.76,  0.061, 191.31,  0.031, 172.65,  0.043, 170.54,  0.028, 111.04,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 11:00:00, 11.6,117.1,  2.7, -0.5, 16.554, 28.83,  0.0,  0.0,  0.076,  87.74,  0.113, 199.72,  0.069, 190.82,  0.033, 203.43,  0.020,  98.53,  0.031,  37.23,  0.038,  70.14,  0.012, 318.37,  0.039, 100.44,  0.027, 315.00,  0.042, 103.71,  0.049, 266.50,  0.070, 178.36,  0.077, 239.42,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 12:00:00, 11.6,117.2,  2.7, -0.5, 16.539, 28.86,  0.0,  0.0,  0.053,  91.08,  0.039,  67.38,  0.009, 229.40,  0.024, 233.62,  0.068, 113.53,  0.021, 121.43,  0.049,  61.86,  0.053,  95.39,  0.052, 224.22,  0.040, 238.30,  0.002,  63.43,  0.048, 246.64,  0.071, 202.25,  0.079,  76.14,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 13:00:00, 11.6,117.1,  2.7, -0.5, 16.529, 28.86,  0.0,  0.0,  0.062, 123.18,  0.016,  71.57,  0.077, 255.78,  0.040, 187.13,  0.057, 171.87,  0.046, 248.43,  0.028, 343.50,  0.042,  67.69,  0.046, 152.88,  0.066, 147.99,  0.028, 100.12,  0.017,  28.07,  0.062,  50.91,  0.077, 342.51,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 14:00:00, 11.6,117.1,  2.7, -0.5, 16.525, 28.87,  0.0,  0.0,  0.064, 168.34,  0.031, 148.39,  0.040, 315.00,  0.056, 266.93,  0.021, 115.35,  0.039,  73.44,  0.022, 164.05,  0.057, 164.74,  0.007, 236.31,  0.022,  32.28,  0.040, 162.47,  0.055, 152.97,  0.050, 207.60,  0.125, 314.03,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 15:00:00, 11.6,117.1,  2.7, -0.4, 16.558, 28.89,  0.0,  0.0,  0.059, 300.47,  0.043, 272.66,  0.026, 169.11,  0.089, 152.57,  0.049, 105.46,  0.028, 313.53,  0.037, 254.48,  0.027, 167.01,  0.026,  83.42,  0.012,  90.00,  0.001, 270.00,  0.024, 209.74,  0.013, 122.47,  0.109, 272.63,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 16:00:00, 11.6,117.2,  2.7, -0.5, 16.597, 28.90,  0.0,  0.0,  0.098, 186.47,  0.015,  53.13,  0.022, 300.07,  0.018, 296.57,  0.004,   0.00,  0.015, 187.59,  0.050, 254.85,  0.005, 168.69,  0.049,  68.63,  0.037, 231.58,  0.020,  17.53,  0.041, 167.32,  0.077, 193.50,  0.090, 309.16,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 17:00:00, 11.6,117.2,  2.7, -0.5, 16.643, 28.90,  0.0,  0.0,  0.024, 104.62,  0.058, 215.88,  0.043, 118.93,  0.032, 228.81,  0.061, 118.24,  0.017, 173.29,  0.008, 315.00,  0.028, 227.86,  0.037, 358.45,  0.016,  82.87,  0.017, 130.24,  0.043, 208.93,  0.033, 225.00,  0.020, 165.26,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 18:00:00, 11.6,117.2,  2.7, -0.4, 16.713, 28.90,  0.0,  0.0,  0.113, 222.85,  0.072, 261.98,  0.062, 221.71,  0.035,  64.89,  0.027,  90.00,  0.088, 289.26,  0.041,  38.00,  0.044, 205.41,  0.067, 131.35,  0.037, 214.11,  0.084, 171.10,  0.066, 193.19,  0.088, 171.50,  0.122, 257.22,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 19:00:00, 11.6,117.2,  2.7, -0.4, 16.774, 28.90,  0.0,  0.0,  0.046, 232.13,  0.034, 287.35,  0.052, 176.70,  0.014,  50.71,  0.074, 238.24,  0.033,  14.04,  0.027, 116.57,  0.008, 156.80,  0.009, 333.43,  0.015, 180.00,  0.031, 296.57,  0.038,   7.50,  0.009,  20.56,  0.083, 327.26,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 20:00:00, 11.6,117.1,  2.7, -0.4, 16.824, 28.90,  0.0,  0.0,  0.066, 226.85,  0.073, 205.87,  0.043, 260.54,  0.061, 244.70,  0.050, 319.03,  0.030, 346.43,  0.031, 213.18,  0.014, 335.22,  0.021,  84.56,  0.038, 164.88,  0.013,  26.57,  0.072,  12.09,  0.132,   7.82,  0.131, 327.76,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 21:00:00, 11.6,117.2,  2.7, -0.4, 16.858, 28.91,  0.0,  0.0,  0.037, 313.92,  0.031, 238.39,  0.043, 270.00,  0.067, 233.47,  0.048, 187.13,  0.037, 220.60,  0.023, 226.74,  0.038, 183.01,  0.040, 171.47,  0.024,  19.18,  0.007,  74.05,  0.043,  64.03,  0.033, 156.57,  0.028, 340.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 22:00:00, 11.6,117.1,  2.7, -0.4, 16.869, 28.93,  0.0,  0.0,  0.060,  51.04,  0.030, 147.38,  0.049, 197.70,  0.013, 202.62,  0.023, 340.02,  0.036, 159.08,  0.078, 115.91,  0.047,  81.35,  0.018, 353.66,  0.024, 240.26,  0.071, 129.29,  0.043, 108.85,  0.028, 327.99,  0.094, 277.35,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/6/2009 23:00:00, 11.6,117.1,  2.7, -0.4, 16.858, 28.93,  0.0,  0.0,  0.050, 149.83,  0.041, 164.25,  0.062, 243.02,  0.045, 270.00,  0.005, 111.80,  0.033, 332.65,  0.038, 309.61,  0.018, 312.71,  0.038, 153.43,  0.049, 185.83,  0.073, 159.08,  0.021, 104.04,  0.043, 152.24,  0.040, 237.09,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 00:00:00, 11.6,117.1,  2.7, -0.4, 16.828, 28.92,  0.0,  0.0,  0.056,  76.46,  0.017, 270.00,  0.049, 273.50,  0.004, 296.57,  0.035,  61.26,  0.051,  61.93,  0.072,  32.59,  0.085,  51.65,  0.028, 124.82,  0.006,  18.43,  0.052, 225.00,  0.043, 239.26,  0.021, 138.81,  0.065, 236.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 01:00:00, 11.6,117.0,  2.7, -0.4, 16.794, 28.91,  0.0,  0.0,  0.036, 273.18,  0.020, 135.00,  0.034, 328.17,  0.053,  45.76,  0.026, 144.46,  0.022, 108.43,  0.025, 170.91,  0.039, 230.19,  0.014,  98.13,  0.023, 195.26,  0.032, 124.70,  0.053, 222.71,  0.009, 243.43,  0.016, 299.74,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 02:00:00, 11.6,117.1,  2.7, -0.4, 16.741, 28.91,  0.0,  0.0,  0.070,  22.56,  0.050, 183.43,  0.058,  75.00,  0.033, 276.91,  0.045, 144.90,  0.019,  25.20,  0.016, 176.42,  0.023, 129.81,  0.020, 243.43,  0.046,   1.25,  0.006, 308.66,  0.033, 152.65,  0.008, 225.00,  0.124, 300.49,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 03:00:00, 11.6,117.1,  2.7, -0.4, 16.710, 28.90,  0.0,  0.0,  0.099, 220.10,  0.029, 337.83,  0.033, 201.16,  0.033, 244.98,  0.069, 290.27,  0.018, 192.53,  0.024, 192.26,  0.027, 153.43,  0.008, 293.20,  0.006, 308.66,  0.021, 209.05,  0.012, 300.96,  0.020, 252.47,  0.166, 262.41,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 04:00:00, 11.6,117.2,  2.7, -0.4, 16.692, 28.89,  0.0,  0.0,  0.141, 102.26,  0.073, 134.44,  0.009, 341.57,  0.046, 267.51,  0.035, 161.57,  0.071, 232.48,  0.064, 231.34,  0.110, 211.68,  0.051, 184.48,  0.037, 161.08,  0.047, 126.38,  0.050, 141.52,  0.065, 146.31,  0.156, 263.74,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 05:00:00, 11.6,117.2,  2.7, -0.4, 16.665, 28.85,  0.0,  0.0,  0.042,  55.56,  0.049, 213.37,  0.056, 281.31,  0.061,   0.00,  0.046,  57.34,  0.020, 351.47,  0.048,  29.74,  0.045, 292.04,  0.020, 357.14,  0.027,  68.20,  0.019,  90.00,  0.053, 349.11,  0.031,  93.69,  0.081, 221.52,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 06:00:00, 11.6,117.1,  2.7, -0.4, 16.656, 28.84,  0.0,  0.0,  0.083, 289.09,  0.084, 248.33,  0.067, 249.15,  0.008, 230.19,  0.064, 114.96,  0.027,  19.80,  0.062, 153.02,  0.046, 212.66,  0.042, 222.09,  0.036, 234.09,  0.027, 118.44,  0.026,  72.26,  0.018, 180.00,  0.055, 236.02,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 07:00:00, 11.6,117.1,  2.7, -0.4, 16.649, 28.82,  0.0,  0.0,  0.082, 334.06,  0.036,  80.27,  0.063, 272.73,  0.029,  43.60,  0.065,  92.64,  0.074,  74.27,  0.011, 158.20,  0.064, 302.20,  0.038, 167.80,  0.042, 157.69,  0.016, 270.00,  0.015,  58.39,  0.055,  38.33,  0.152, 292.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 08:00:00, 11.6,117.0,  2.7, -0.3, 16.626, 28.83,  0.0,  0.0,  0.038, 230.39,  0.063, 176.37,  0.058, 320.57,  0.015, 109.65,  0.042, 225.00,  0.036, 167.12,  0.049, 120.76,  0.002, 333.43,  0.017, 208.07,  0.026, 351.25,  0.038, 141.34,  0.012, 199.98,  0.094,  53.25,  0.131, 247.15,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 09:00:00, 11.6,117.1,  2.7, -0.3, 16.619, 28.84,  0.0,  0.0,  0.127, 246.27,  0.051, 104.86,  0.047, 317.56,  0.024, 343.07,  0.057, 208.37,  0.027, 141.01,  0.030, 237.38,  0.021, 219.09,  0.025, 270.00,  0.027, 156.25,  0.039, 106.56,  0.090,  41.85,  0.083,  44.03,  0.275, 258.89,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 10:00:00, 11.6,117.1,  2.7, -0.3, 16.586, 28.87,  0.0,  0.0,  0.004,   0.00,  0.144,  43.32,  0.074,  53.29,  0.030,  17.24,  0.063,  50.77,  0.044, 309.47,  0.035,  41.50,  0.021,  58.57,  0.057, 125.07,  0.077,  59.42,  0.015, 168.69,  0.051, 221.82,  0.042, 198.00,  0.133, 270.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 11:00:00, 11.6,117.0,  2.7, -0.3, 16.576, 28.90,  0.0,  0.0,  0.057, 337.46,  0.095, 143.13,  0.063, 199.59,  0.042, 300.26,  0.033, 342.12,  0.010,   0.00,  0.061, 307.63,  0.034,   1.68,  0.077,  40.76,  0.082,  30.96,  0.013,  61.39,  0.006, 260.54,  0.034,  96.71,  0.106, 261.87,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 12:00:00, 11.6,117.1,  2.7, -0.3, 16.555, 28.91,  0.0,  0.0,  0.014,  53.97,  0.100,  75.00,  0.061,  37.63,  0.020, 336.04,  0.078,  51.80,  0.107, 114.40,  0.014,  53.97,  0.027,  21.80,  0.073,  76.53,  0.089,  55.06,  0.043, 207.76,  0.018,  26.57,  0.035, 289.98,  0.048, 278.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 13:00:00, 11.6,117.1,  2.7, -0.3, 16.544, 28.93,  0.0,  0.0,  0.145, 328.83,  0.111, 327.89,  0.064, 136.89,  0.035, 183.27,  0.068, 358.32,  0.031, 337.52,  0.009, 215.54,  0.020, 171.47,  0.047, 272.44,  0.008, 336.80,  0.016, 243.43,  0.048, 305.68,  0.037, 240.64,  0.123, 295.10,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 14:00:00, 11.6,117.2,  2.7, -0.3, 16.545, 28.92,  0.0,  0.0,  0.046, 323.88,  0.036,  56.31,  0.035,  61.26,  0.037,  86.91,  0.033, 246.57,  0.028, 149.74,  0.006, 308.66,  0.045, 214.05,  0.014, 326.31,  0.044, 197.20,  0.024, 207.65,  0.022, 146.31,  0.008,  90.00,  0.019, 242.10,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 15:00:00, 11.6,117.1,  2.7, -0.3, 16.563, 28.92,  0.0,  0.0,  0.062, 156.32,  0.087,  30.96,  0.072, 186.34,  0.062, 211.91,  0.003, 198.43,  0.067, 142.28,  0.034, 197.35,  0.032, 347.28,  0.013, 228.01,  0.064, 172.87,  0.037, 120.70,  0.021,  19.29,  0.071,  21.50,  0.100, 342.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 16:00:00, 11.6,117.1,  2.7, -0.3, 16.584, 28.93,  0.0,  0.0,  0.070, 348.53,  0.041, 182.79,  0.085, 147.43,  0.058,  15.95,  0.014,  50.71,  0.043, 212.57,  0.036, 189.46,  0.020, 290.22,  0.056, 268.98,  0.050, 118.61,  0.017,  86.63,  0.017, 252.65,  0.009, 288.43,  0.125, 268.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 17:00:00, 11.6,117.2,  2.7, -0.3, 16.633, 28.90,  0.0,  0.0,  0.051, 315.00,  0.017, 107.35,  0.025,  33.69,  0.047,  14.93,  0.010, 209.05,  0.038, 251.57,  0.081, 172.87,  0.067, 189.46,  0.037, 152.74,  0.021, 272.73,  0.027, 158.20,  0.053, 101.94,  0.069,  84.21,  0.071, 269.19,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 18:00:00, 11.6,117.0,  2.7, -0.2, 16.696, 28.89,  0.0,  0.0,  0.133, 334.59,  0.043,  83.37,  0.067, 157.25,  0.139,   1.24,  0.048, 220.73,  0.078, 140.19,  0.067, 186.81,  0.043, 178.67,  0.001, 270.00,  0.013, 147.53,  0.058, 207.90,  0.045, 221.42,  0.019, 356.99,  0.132, 278.25,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 19:00:00, 11.6,117.0,  2.7, -0.2, 16.768, 28.88,  0.0,  0.0,  0.101, 178.30,  0.038, 351.03,  0.025,  23.50,  0.027, 353.66,  0.087, 144.85,  0.013, 278.75,  0.026, 209.48,  0.047,  42.44,  0.040,  56.31,  0.059, 287.82,  0.044, 275.19,  0.007,   8.13,  0.080, 258.41,  0.118, 284.27,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 20:00:00, 11.6,117.1,  2.7, -0.2, 16.819, 28.89,  0.0,  0.0,  0.082,  86.51,  0.040,   2.86,  0.064, 258.34,  0.044, 223.15,  0.023, 221.42,  0.039, 337.38,  0.025,  94.57,  0.024,  87.61,  0.081,  86.47,  0.061, 184.69,  0.024,  80.54,  0.066,  41.92,  0.020, 246.04,  0.110, 254.70,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 21:00:00, 11.6,117.0,  2.7, -0.2, 16.866, 28.90,  0.0,  0.0,  0.062, 238.09,  0.030, 235.78,  0.021, 240.95,  0.059, 265.16,  0.033, 180.00,  0.024, 225.00,  0.086, 234.46,  0.047, 182.44,  0.046, 237.34,  0.078, 245.74,  0.025, 270.00,  0.046, 298.81,  0.074, 246.19,  0.102, 271.68,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 22:00:00, 11.6,116.9,  2.7, -0.2, 16.887, 28.88,  0.0,  0.0,  0.089, 239.70,  0.062, 281.13,  0.029, 254.05,  0.034,  26.57,  0.039, 219.81,  0.070, 254.17,  0.023, 172.57,  0.010,  90.00,  0.059, 243.87,  0.038, 227.12,  0.086, 268.00,  0.057, 276.01,  0.052, 208.52,  0.098, 283.61,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/7/2009 23:00:00, 11.6,117.0,  2.7, -0.2, 16.879, 28.87,  0.0,  0.0,  0.032, 330.26,  0.062, 227.60,  0.086, 187.37,  0.039, 158.75,  0.055, 291.41,  0.089, 208.00,  0.041, 158.46,  0.134, 153.82,  0.062, 101.13,  0.038, 268.49,  0.077, 185.93,  0.104, 166.10,  0.045, 235.95,  0.086, 255.15,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/8/2009 00:00:00, 11.6,116.9,  2.8, -0.1, 16.858, 28.86,  0.0,  0.0,  0.062, 274.61,  0.033, 250.46,  0.018,  22.38,  0.027, 214.29,  0.032, 255.53,  0.029,  91.97,  0.043, 185.31,  0.028, 244.36,  0.020, 272.86,  0.032, 221.19,  0.036, 131.63,  0.080, 112.07,  0.032, 213.69,  0.090, 274.45,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/8/2009 01:00:00, 11.6,117.0,  2.8, -0.2, 16.830, 28.86,  0.0,  0.0,  0.046, 287.65,  0.042, 264.56,  0.045,  56.66,  0.063, 108.43,  0.030, 309.56,  0.045, 207.70,  0.035, 143.13,  0.072, 180.80,  0.034, 114.30,  0.053,  56.61,  0.034, 116.57,  0.025,  14.04,  0.043, 181.33,  0.047,  26.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
7/8/2009 02:00:00, 11.6,117.1,  2.8, -0.1, 16.785, 28.87,  0.0,  0.0,  0.038,  13.67,  0.014, 204.78,  0.030, 299.98,  0.053, 124.29,  0.006, 161.57,  0.020, 210.47,  0.028, 355.91,  0.036, 181.59,  0.049, 181.17,  0.022, 200.85,  0.039, 178.53,  0.057, 147.99,  0.081, 185.64,  0.090, 220.05,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
