DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),
6/24/2007 02:00:00, 11.1,139.1,  3.8, -6.5, 16.762, 29.11,  0.0,  0.0,  0.009, 180.00,  0.024, 270.00,  0.043, 183.99,  0.061, 200.22,  0.038, 198.43,  0.056, 176.93,  0.023, 230.19,  0.059,  75.26,  0.061, 359.06,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 03:00:00, 11.1,139.2,  3.8, -6.6, 16.755, 29.12,  0.0,  0.0,  0.079, 270.00,  0.032, 291.80,  0.006, 210.96,  0.034, 227.39,  0.060, 214.76,  0.024, 165.38,  0.033, 131.35,  0.042, 111.04,  0.059, 207.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 04:00:00, 11.1,139.2,  3.8, -6.5, 16.739, 29.13,  0.0,  0.0,  0.069, 357.51,  0.023, 277.43,  0.031, 266.31,  0.030, 214.22,  0.015, 143.13,  0.038, 154.80,  0.038, 144.64,  0.037, 115.87,  0.033,  83.09,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 05:00:00, 11.1,139.0,  3.8, -6.6, 16.721, 29.12,  0.0,  0.0,  0.058, 347.15,  0.030, 113.20,  0.036, 162.07,  0.016, 201.80,  0.009,  26.57,  0.030, 180.00,  0.071, 142.48,  0.033, 135.00,  0.048, 262.87,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 06:00:00, 11.1,139.1,  3.8, -6.5, 16.703, 29.11,  0.0,  0.0,  0.009, 139.40,  0.015,  74.05,  0.010,   0.00,  0.024,  85.24,  0.015, 270.00,  0.020, 153.43,  0.034, 106.86,  0.017, 113.63,  0.025,  71.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 07:00:00, 11.1,139.1,  3.8, -6.5, 16.680, 29.07,  0.0,  0.0,  0.012, 175.24,  0.049, 104.32,  0.036, 311.63,  0.009, 249.44,  0.031,  11.31,  0.046,  12.53,  0.022,  39.47,  0.025, 355.43,  0.014,  53.97,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 08:00:00, 11.1,139.1,  3.8, -6.5, 16.643, 29.08,  0.0,  0.0,  0.020, 357.14,  0.048, 266.42,  0.064, 180.00,  0.011, 232.13,  0.023,  61.19,  0.016, 356.42,  0.045, 216.87,  0.082, 199.98,  0.125, 236.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 09:00:00, 11.1,139.1,  3.8, -6.5, 16.627, 29.13,  0.0,  0.0,  0.053, 317.29,  0.037,   0.00,  0.054, 272.12,  0.006, 218.66,  0.028, 250.91,  0.024, 216.38,  0.011, 146.31,  0.013,  63.43,  0.004, 180.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 10:00:00, 11.1,139.1,  3.8, -6.5, 16.614, 29.19,  0.0,  0.0,  0.043, 336.97,  0.042, 220.16,  0.016, 187.13,  0.030, 252.76,  0.025, 221.82,  0.015, 277.59,  0.039, 112.62,  0.077, 137.63,  0.078, 131.88,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 11:00:00, 11.1,139.1,  3.8, -6.6, 16.609, 29.22,  0.0,  0.0,  0.072, 171.98,  0.006, 260.54,  0.021, 226.97,  0.043, 189.46,  0.033, 285.71,  0.021, 264.56,  0.019, 132.88,  0.069, 132.05,  0.014, 320.71,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 12:00:00, 11.1,139.1,  3.8, -6.5, 16.646, 29.20,  0.0,  0.0,  0.051, 154.44,  0.013, 138.01,  0.044, 174.81,  0.032,  93.58,  0.034, 176.63,  0.022, 201.80,  0.016,   0.00,  0.022,  32.28,  0.067,  31.55,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 13:00:00, 11.1,139.1,  3.8, -6.5, 16.682, 29.21,  0.0,  0.0,  0.028, 186.12,  0.039, 242.78,  0.011, 105.26,  0.018, 192.53,  0.038, 212.01,  0.019, 195.52,  0.034, 241.93,  0.020,  81.47,  0.141, 351.87,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 14:00:00, 11.1,139.1,  3.8, -6.6, 16.729, 29.22,  0.0,  0.0,  0.070, 135.58,  0.055,  66.25,  0.041,  90.00,  0.023, 232.13,  0.027, 173.66,  0.035, 158.50,  0.020, 255.26,  0.019, 198.43,  0.051,   9.09,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 15:00:00, 11.1,139.1,  3.8, -6.5, 16.777, 29.23,  0.0,  0.0,  0.065, 159.34,  0.046, 183.73,  0.014, 306.03,  0.018, 353.66,  0.009,  63.43,  0.011,  74.74,  0.027,  77.01,  0.024,  56.98,  0.085,  45.95,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 16:00:00, 11.1,139.1,  3.8, -6.5, 16.810, 29.24,  0.0,  0.0,  0.018, 319.40,  0.057, 263.00,  0.040, 312.95,  0.015, 250.35,  0.019, 244.80,  0.025, 180.00,  0.048, 272.39,  0.014, 213.69,  0.083,  19.75,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 17:00:00, 11.1,139.1,  3.8, -6.6, 16.849, 29.23,  0.0,  0.0,  0.037,   4.64,  0.050, 105.15,  0.006,  38.66,  0.023, 156.80,  0.036, 255.58,  0.028, 251.57,  0.006, 198.43,  0.013, 180.00,  0.073, 291.66,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 18:00:00, 11.1,139.1,  3.8, -6.6, 16.851, 29.22,  0.0,  0.0,  0.028,  45.00,  0.039, 233.43,  0.053, 262.48,  0.002, 116.57,  0.013, 192.99,  0.036, 236.31,  0.017, 149.04,  0.009, 180.00,  0.054, 345.96,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 19:00:00, 11.1,139.1,  3.8, -6.6, 16.856, 29.22,  0.0,  0.0,  0.040, 282.99,  0.004, 165.96,  0.023, 252.35,  0.031, 256.87,  0.012, 204.44,  0.026, 232.70,  0.035, 175.10,  0.032, 228.81,  0.083, 254.62,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 20:00:00, 11.1,139.1,  3.8, -6.6, 16.856, 29.22,  0.0,  0.0,  0.014, 261.87,  0.024, 250.82,  0.034, 301.83,  0.060, 270.00,  0.021, 295.35,  0.035, 273.27,  0.037, 266.91,  0.018, 276.34,  0.073, 262.87,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 21:00:00, 11.1,139.1,  3.8, -6.5, 16.827, 29.22,  0.0,  0.0,  0.041, 138.95,  0.016,   3.58,  0.015, 195.95,  0.008, 240.26,  0.038,  91.51,  0.016, 100.62,  0.029,  46.40,  0.041, 306.03,  0.064, 286.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 22:00:00, 11.1,139.1,  3.8, -6.5, 16.820, 29.23,  0.0,  0.0,  0.002,  63.43,  0.013, 237.53,  0.046, 159.59,  0.008, 246.80,  0.039, 272.94,  0.040, 181.43,  0.054, 213.69,  0.067, 226.81,  0.061, 260.54,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/24/2007 23:00:00, 11.1,139.1,  3.8, -6.6, 16.799, 29.24,  0.0,  0.0,  0.040, 194.38,  0.027, 282.99,  0.005, 291.80,  0.033, 229.97,  0.034, 204.30,  0.021, 226.97,  0.027, 124.29,  0.011, 225.00,  0.055, 270.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 00:00:00, 11.1,139.1,  3.8, -6.5, 16.774, 29.24,  0.0,  0.0,  0.035, 226.17,  0.009, 116.57,  0.015,  86.19,  0.022, 329.93,  0.038, 246.80,  0.074, 191.77,  0.080, 229.55,  0.072, 248.05,  0.093, 255.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 01:00:00, 11.1,139.1,  3.8, -6.5, 16.758, 29.24,  0.0,  0.0,  0.025, 260.91,  0.043, 186.63,  0.060, 220.91,  0.035, 214.59,  0.044, 204.23,  0.041, 185.57,  0.019, 233.75,  0.002,   0.00,  0.051, 281.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 02:00:00, 11.1,139.1,  3.8, -6.5, 16.760, 29.24,  0.0,  0.0,  0.025, 221.82,  0.073, 213.25,  0.038, 215.36,  0.030, 264.29,  0.041, 254.62,  0.031, 232.77,  0.040, 270.00,  0.029, 329.04,  0.023, 172.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 03:00:00, 11.1,139.1,  3.8, -6.6, 16.756, 29.23,  0.0,  0.0,  0.044, 194.35,  0.039, 163.44,  0.046, 154.00,  0.024, 170.54,  0.046, 259.92,  0.036, 236.31,  0.058, 146.31,  0.006, 180.00,  0.009,   0.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 04:00:00, 11.1,139.1,  3.8, -6.6, 16.756, 29.22,  0.0,  0.0,  0.049, 279.46,  0.072, 242.02,  0.028, 227.86,  0.038, 204.57,  0.044, 258.18,  0.035, 203.63,  0.037, 266.91,  0.016, 165.96,  0.043,  20.56,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 05:00:00, 11.1,139.1,  3.8, -6.5, 16.732, 29.20,  0.0,  0.0,  0.026, 157.38,  0.017, 319.76,  0.029, 299.25,  0.050, 265.43,  0.048, 217.35,  0.010, 168.69,  0.012, 279.46,  0.040, 148.30,  0.034,  64.18,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 06:00:00, 11.1,139.1,  3.8, -6.5, 16.712, 29.15,  0.0,  0.0,  0.052,   4.40,  0.036, 355.24,  0.029, 358.03,  0.034,  11.98,  0.026, 321.34,  0.002, 153.43,  0.063, 172.65,  0.033, 201.16,  0.020, 162.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 07:00:00, 11.1,139.1,  3.8, -6.5, 16.681, 29.11,  0.0,  0.0,  0.007, 164.05,  0.020, 275.71,  0.010, 240.95,  0.029, 255.96,  0.019, 251.57,  0.023, 244.54,  0.035, 242.70,  0.004, 206.57,  0.039, 274.40,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 08:00:00, 11.1,139.1,  3.8, -6.6, 16.658, 29.12,  0.0,  0.0,  0.037,  62.74,  0.021, 264.56,  0.041,  46.97,  0.023, 293.20,  0.037, 172.30,  0.064, 215.43,  0.017, 180.00,  0.014, 326.31,  0.046, 308.85,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 09:00:00, 11.1,139.1,  3.8, -6.5, 16.637, 29.14,  0.0,  0.0,  0.038, 248.20,  0.019, 205.20,  0.033, 125.13,  0.027,  34.29,  0.020,  75.26,  0.012, 194.04,  0.054, 160.56,  0.027, 145.71,  0.104,  15.64,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 10:00:00, 11.1,139.1,  3.8, -6.5, 16.631, 29.20,  0.0,  0.0,  0.059, 270.97,  0.036, 294.44,  0.021, 138.81,  0.027, 180.00,  0.034, 148.17,  0.011,  90.00,  0.058, 153.43,  0.031, 234.25,  0.074, 325.45,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 11:00:00, 11.1,139.1,  3.8, -6.6, 16.637, 29.24,  0.0,  0.0,  0.046, 159.59,  0.006, 210.96,  0.022, 172.23,  0.034,  49.76,  0.023, 145.62,  0.028, 248.96,  0.065, 290.66,  0.011, 225.00,  0.058,  90.99,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 12:00:00, 11.1,139.1,  3.8, -6.5, 16.642, 29.24,  0.0,  0.0,  0.047, 289.98,  0.061, 184.69,  0.045, 229.54,  0.064, 188.13,  0.055, 158.59,  0.014, 171.87,  0.016, 172.87,  0.016,  45.00,  0.167,  19.63,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 13:00:00, 11.1,139.1,  3.8, -6.6, 16.674, 29.25,  0.0,  0.0,  0.026, 220.36,  0.040, 270.00,  0.042, 235.56,  0.019, 251.57,  0.023, 214.38,  0.017, 259.99,  0.032, 196.19,  0.031, 120.65,  0.157,  17.40,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 14:00:00, 11.1,139.1,  3.8, -6.5, 16.718, 29.22,  0.0,  0.0,  0.051, 124.62,  0.025, 115.56,  0.024, 240.26,  0.024, 218.29,  0.042, 225.00,  0.039, 180.00,  0.029, 299.25,  0.034,   5.04,  0.045, 279.04,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 15:00:00, 11.1,139.2,  3.8, -6.5, 16.765, 29.24,  0.0,  0.0,  0.020, 110.22,  0.047, 153.43,  0.013,  90.00,  0.018, 189.46,  0.019, 261.03,  0.020, 191.31,  0.066, 236.79,  0.042, 236.69,  0.061, 184.69,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 16:00:00, 11.1,139.1,  3.8, -6.6, 16.811, 29.25,  0.0,  0.0,  0.036, 215.91,  0.029, 187.85,  0.031, 112.48,  0.016,  60.26,  0.033,  57.26,  0.026, 332.45,  0.020, 191.31,  0.026, 232.70,  0.045, 235.95,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 17:00:00, 11.1,139.1,  3.8, -6.5, 16.846, 29.25,  0.0,  0.0,  0.030, 183.81,  0.033,  43.78,  0.025,  87.71,  0.037, 270.00,  0.030,   7.59,  0.036, 355.24,  0.019,  53.75,  0.021, 238.57,  0.052, 295.08,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 18:00:00, 11.1,139.2,  3.8, -6.5, 16.879, 29.23,  0.0,  0.0,  0.070, 151.98,  0.010, 270.00,  0.013, 135.00,  0.026, 240.52,  0.019, 168.11,  0.022,   7.77,  0.006,  90.00,  0.034, 106.86,  0.043, 283.39,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 19:00:00, 11.1,139.2,  3.8, -6.5, 16.886, 29.21,  0.0,  0.0,  0.003, 288.43,  0.017, 342.65,  0.009, 270.00,  0.009, 282.53,  0.028, 199.09,  0.013, 184.40,  0.010,  16.70,  0.016, 345.96,  0.068, 277.65,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 20:00:00, 11.1,139.1,  3.8, -6.5, 16.877, 29.21,  0.0,  0.0,  0.051, 175.52,  0.006,  99.46,  0.031, 196.70,  0.059, 267.09,  0.028, 353.88,  0.021,  43.03,  0.024, 352.87,  0.015,  97.59,  0.048, 325.98,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 21:00:00, 11.1,139.1,  3.8, -6.5, 16.853, 29.21,  0.0,  0.0,  0.012, 175.24,  0.047, 168.93,  0.030, 140.44,  0.033, 138.65,  0.000,   0.00,  0.004, 194.04,  0.018, 247.62,  0.029, 236.31,  0.013, 243.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 22:00:00, 11.1,139.1,  3.8, -6.6, 16.839, 29.21,  0.0,  0.0,  0.066, 243.05,  0.001, 315.00,  0.049, 213.37,  0.046, 200.41,  0.018, 231.84,  0.010, 330.95,  0.052,  78.91,  0.049, 116.57,  0.027, 173.66,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/25/2007 23:00:00, 11.1,139.1,  3.8, -6.6, 16.802, 29.20,  0.0,  0.0,  0.066, 311.92,  0.045, 326.66,  0.006, 315.00,  0.021, 242.24,  0.025, 168.23,  0.033, 218.93,  0.062, 215.75,  0.049, 194.04,  0.043, 266.01,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 00:00:00, 11.1,139.1,  3.8, -6.6, 16.804, 29.20,  0.0,  0.0,  0.013, 302.47,  0.027, 250.20,  0.076, 223.39,  0.051, 249.44,  0.055, 268.96,  0.008,  29.74,  0.016, 243.43,  0.024, 286.93,  0.110, 270.52,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 01:00:00, 11.1,139.1,  3.8, -6.5, 16.772, 29.19,  0.0,  0.0,  0.010, 106.70,  0.006, 288.43,  0.059, 237.38,  0.050, 243.95,  0.058, 203.46,  0.032, 226.27,  0.070, 122.09,  0.023, 167.20,  0.069, 257.38,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 02:00:00, 11.1,139.1,  3.8, -6.5, 16.746, 29.21,  0.0,  0.0,  0.060, 269.05,  0.010, 299.05,  0.029, 229.18,  0.035, 298.74,  0.009, 263.66,  0.023, 133.26,  0.035, 151.26,  0.031, 165.07,  0.073, 196.70,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 03:00:00, 11.1,139.1,  3.8, -6.5, 16.742, 29.23,  0.0,  0.0,  0.034, 206.57,  0.028, 165.47,  0.016, 165.96,  0.056, 192.31,  0.037, 222.80,  0.032, 208.18,  0.011, 153.43,  0.039, 291.25,  0.055, 244.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 04:00:00, 11.1,139.1,  3.8, -6.5, 16.733, 29.22,  0.0,  0.0,  0.007, 225.00,  0.013, 171.25,  0.017, 130.24,  0.017, 237.26,  0.036, 176.82,  0.031, 174.47,  0.030, 195.42,  0.018, 180.00,  0.008, 336.80,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 05:00:00, 11.1,139.0,  3.8, -6.6, 16.707, 29.20,  0.0,  0.0,  0.008, 165.96,  0.039, 190.44,  0.025, 175.43,  0.050,  95.71,  0.073,  90.00,  0.060, 148.71,  0.047, 146.31,  0.042, 115.35,  0.028, 112.93,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 06:00:00, 11.1,139.1,  3.8, -6.5, 16.695, 29.18,  0.0,  0.0,  0.034,  26.57,  0.041, 216.03,  0.031,  65.10,  0.024,  90.00,  0.032,  25.77,  0.019, 317.12,  0.010, 299.05,  0.029, 255.96,  0.011, 248.20,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 07:00:00, 11.1,139.1,  3.8, -6.5, 16.669, 29.12,  0.0,  0.0,  0.070, 160.79,  0.032, 271.79,  0.014, 213.69,  0.033, 228.65,  0.010, 191.31,  0.019,  62.10,  0.020,  11.31,  0.015, 203.20,  0.073, 284.98,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 08:00:00, 11.1,139.1,  3.8, -6.5, 16.639, 29.16,  0.0,  0.0,  0.049,   4.67,  0.035, 280.01,  0.028,  98.13,  0.013, 318.01,  0.026,  62.45,  0.035, 161.57,  0.013, 161.57,  0.002, 270.00,  0.042, 188.13,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 09:00:00, 11.1,139.0,  3.8, -6.5, 16.616, 29.16,  0.0,  0.0,  0.024, 257.74,  0.006, 198.43,  0.028, 124.82,  0.028, 117.47,  0.022,  84.81,  0.002,  63.43,  0.028, 288.43,  0.033, 248.84,  0.119, 257.37,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 10:00:00, 11.1,139.1,  3.8, -6.5, 16.590, 29.19,  0.0,  0.0,  0.005, 233.13,  0.053,  38.16,  0.022, 275.19,  0.006, 210.96,  0.024, 165.38,  0.043, 291.80,  0.056, 214.82,  0.064, 237.05,  0.020,   5.71,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 11:00:00, 11.1,139.0,  3.8, -6.6, 16.576, 29.21,  0.0,  0.0,  0.034, 306.53,  0.018, 128.16,  0.050, 298.61,  0.015, 270.00,  0.011, 174.81,  0.038, 291.80,  0.012, 184.76,  0.034, 126.53,  0.146,   5.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 12:00:00, 11.1,139.2,  3.8, -6.6, 16.586, 29.22,  0.0,  0.0,  0.032,  65.85,  0.028,  83.88,  0.009,  63.43,  0.011,  33.69,  0.040,  90.00,  0.009, 192.53,  0.035, 216.87,  0.035, 289.98,  0.188, 352.34,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 13:00:00, 11.1,139.0,  3.8, -6.5, 16.615, 29.20,  0.0,  0.0,  0.045, 228.58,  0.041, 157.17,  0.025, 263.16,  0.029, 141.95,  0.011,  95.19,  0.036, 127.18,  0.017, 193.24,  0.019, 180.00,  0.111, 337.82,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 14:00:00, 11.1,139.2,  3.8, -6.5, 16.655, 29.22,  0.0,  0.0,  0.029,  65.22,  0.032, 294.15,  0.020, 293.96,  0.040, 137.05,  0.012, 131.63,  0.012, 124.99,  0.013, 228.01,  0.024, 221.63,  0.113,  26.34,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 15:00:00, 11.1,139.1,  3.8, -6.5, 16.717, 29.17,  0.0,  0.0,  0.027, 148.67,  0.079, 133.45,  0.018, 350.54,  0.056, 146.59,  0.066, 151.88,  0.065, 162.12,  0.033, 211.26,  0.012, 304.99,  0.059, 321.19,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 16:00:00, 11.1,139.2,  3.8, -6.5, 16.764, 29.15,  0.0,  0.0,  0.047, 126.38,  0.042, 168.96,  0.053, 180.00,  0.035, 103.24,  0.010, 281.31,  0.007, 116.57,  0.011, 127.87,  0.026, 267.80,  0.078,  17.97,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 17:00:00, 11.1,139.1,  3.8, -6.5, 16.826, 29.14,  0.0,  0.0,  0.070, 124.59,  0.020, 191.31,  0.059, 111.80,  0.059, 172.15,  0.006, 239.04,  0.009,  20.56,  0.024,  75.38,  0.028, 307.69,  0.050, 290.96,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 18:00:00, 11.1,139.2,  3.8, -6.5, 16.858, 29.13,  0.0,  0.0,  0.025, 198.43,  0.057, 159.33,  0.042,  92.73,  0.002,  90.00,  0.017,   0.00,  0.012, 214.99,  0.021, 270.00,  0.016, 230.19,  0.007, 135.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 19:00:00, 11.1,139.1,  3.8, -6.6, 16.876, 29.12,  0.0,  0.0,  0.010, 174.29,  0.038, 358.49,  0.020, 333.43,  0.034, 210.38,  0.015, 187.59,  0.025, 133.36,  0.047, 115.46,  0.041, 168.69,  0.085, 219.72,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 20:00:00, 11.1,139.1,  3.8, -6.5, 16.891, 29.13,  0.0,  0.0,  0.032, 352.87,  0.021, 230.91,  0.043, 283.39,  0.015, 258.69,  0.052, 243.92,  0.049, 273.50,  0.028, 263.88,  0.028, 292.93,  0.045, 333.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 21:00:00, 11.1,139.1,  3.8, -6.6, 16.874, 29.14,  0.0,  0.0,  0.021, 316.97,  0.025,  11.77,  0.039, 259.56,  0.054, 188.58,  0.024, 221.63,  0.029, 273.95,  0.050, 220.97,  0.045, 221.42,  0.053, 244.40,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 22:00:00, 11.1,139.1,  3.8, -6.6, 16.847, 29.15,  0.0,  0.0,  0.031, 312.40,  0.029, 187.85,  0.029,   0.00,  0.014, 347.91,  0.043, 303.69,  0.039, 287.97,  0.014, 309.29,  0.042, 317.91,  0.011, 236.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/26/2007 23:00:00, 11.1,139.1,  3.8, -6.6, 16.836, 29.14,  0.0,  0.0,  0.024, 318.37,  0.039, 253.44,  0.017, 270.00,  0.019, 198.43,  0.070, 243.80,  0.065, 305.64,  0.062, 291.63,  0.032, 223.73,  0.025, 318.18,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/27/2007 00:00:00, 11.1,139.1,  3.8, -6.5, 16.786, 29.12,  0.0,  0.0,  0.031, 238.39,  0.043, 154.03,  0.045, 128.66,  0.021, 209.05,  0.054, 227.23,  0.076, 251.57,  0.068, 265.79,  0.021, 297.76,  0.036, 239.86,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/27/2007 01:00:00, 11.1,139.1,  3.8, -6.5, 16.776, 29.10,  0.0,  0.0,  0.015,  31.61,  0.021, 202.83,  0.021,  60.95,  0.030, 275.71,  0.027, 180.00,  0.041, 251.57,  0.035, 288.43,  0.023, 235.62,  0.029, 358.03,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/27/2007 02:00:00, 11.1,139.1,  3.8, -6.5, 16.742, 29.08,  0.0,  0.0,  0.038, 199.86,  0.053,  12.99,  0.034,  91.68,  0.049, 159.72,  0.083, 215.22,  0.036, 242.02,  0.048, 230.04,  0.044, 258.18,  0.106, 279.20,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
6/27/2007 03:00:00, 11.1,139.1,  3.8, -6.5, 16.731, 29.08,  0.0,  0.0,  0.027, 177.88,  0.034, 217.87,  0.034, 234.46,  0.028, 227.86,  0.029, 231.95,  0.074, 203.10,  0.088, 184.55,  0.059, 181.94,  0.088, 231.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
