DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),
4/28/2007 17:00:00, 11.5,142.7,  4.2, -6.6, 16.734, 27.46,  0.0,  0.0,  0.068, 150.05,  0.032,  69.86,  0.024, 165.38,  0.030,  66.80,  0.035, 133.83,  0.020, 357.14,  0.004, 270.00,  0.010, 225.00,  0.064, 303.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 18:00:00, 11.5,142.7,  4.2, -6.6, 16.759, 27.46,  0.0,  0.0,  0.082,  78.69,  0.061,  75.74,  0.057,  78.89,  0.028,   6.12,  0.023, 277.43,  0.020, 180.00,  0.050, 151.39,  0.031, 149.35,  0.035,  91.64,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 19:00:00, 11.5,142.7,  4.2, -6.6, 16.791, 27.45,  0.0,  0.0,  0.063,  58.57,  0.077,  39.24,  0.051,  72.98,  0.067,  48.65,  0.046,  87.51,  0.019,  81.03,  0.017,  83.29,  0.025, 196.26,  0.065, 253.81,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 20:00:00, 11.5,142.6,  4.2, -6.6, 16.799, 27.45,  0.0,  0.0,  0.009,  57.99,  0.036,  58.50,  0.037,  22.38,  0.055,  20.07,  0.037,  66.19,  0.024,  22.25,  0.021,  70.71,  0.014, 180.00,  0.084, 282.38,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 21:00:00, 11.5,142.7,  4.2, -6.6, 16.804, 27.45,  0.0,  0.0,  0.055, 294.70,  0.012, 239.04,  0.031, 234.25,  0.061, 201.10,  0.064, 185.36,  0.032, 192.72,  0.037, 191.00,  0.027, 180.00,  0.065, 257.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 22:00:00, 11.5,142.7,  4.2, -6.6, 16.789, 27.45,  0.0,  0.0,  0.085, 126.87,  0.031, 218.37,  0.034, 151.93,  0.040, 226.01,  0.028, 261.87,  0.027, 180.00,  0.042, 220.16,  0.046, 216.12,  0.104, 286.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/28/2007 23:00:00, 11.5,142.7,  4.2, -6.6, 16.768, 27.45,  0.0,  0.0,  0.024, 240.26,  0.021, 202.83,  0.008, 172.87,  0.043, 163.69,  0.047, 221.53,  0.043, 219.29,  0.057, 177.99,  0.025, 189.09,  0.118, 303.55,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 00:00:00, 11.5,142.7,  4.2, -6.6, 16.753, 27.44,  0.0,  0.0,  0.052, 255.43,  0.021, 190.78,  0.037, 265.36,  0.001, 180.00,  0.048, 200.70,  0.070, 194.83,  0.035, 199.98,  0.021, 174.56,  0.162, 296.41,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 01:00:00, 11.5,142.7,  4.2, -6.6, 16.727, 27.42,  0.0,  0.0,  0.025, 265.43,  0.040, 231.12,  0.042, 254.98,  0.031, 185.53,  0.039, 196.56,  0.064, 180.90,  0.081, 178.59,  0.072, 204.78,  0.059, 184.84,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 02:00:00, 11.5,142.7,  4.2, -6.6, 16.725, 27.43,  0.0,  0.0,  0.048, 207.10,  0.031, 255.07,  0.070, 219.81,  0.053, 201.19,  0.043, 240.42,  0.052, 224.22,  0.118, 206.78,  0.105, 212.93,  0.076, 239.04,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 03:00:00, 11.5,142.7,  4.2, -6.6, 16.727, 27.42,  0.0,  0.0,  0.049, 268.83,  0.049, 253.41,  0.036, 313.88,  0.062, 203.68,  0.048, 238.63,  0.094, 196.11,  0.061, 223.67,  0.064, 243.84,  0.110, 241.10,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 04:00:00, 11.5,142.7,  4.2, -6.6, 16.746, 27.38,  0.0,  0.0,  0.019, 270.00,  0.068, 211.11,  0.045, 233.13,  0.022, 239.93,  0.016, 201.80,  0.051, 207.07,  0.077, 182.23,  0.041, 185.57,  0.064, 170.98,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 05:00:00, 11.5,142.7,  4.2, -6.6, 16.765, 27.36,  0.0,  0.0,  0.060, 328.71,  0.033, 324.87,  0.048, 288.06,  0.059, 281.69,  0.031, 227.60,  0.047, 242.35,  0.063, 187.35,  0.069, 216.70,  0.045, 234.90,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 06:00:00, 11.5,142.7,  4.2, -6.6, 16.778, 27.35,  0.0,  0.0,  0.050, 224.19,  0.035, 248.50,  0.032, 280.95,  0.030, 197.24,  0.062, 172.53,  0.050, 191.53,  0.038, 220.76,  0.026, 232.70,  0.017,   3.37,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 07:00:00, 11.5,142.6,  4.2, -6.6, 16.760, 27.35,  0.0,  0.0,  0.069, 287.65,  0.047, 221.53,  0.055, 205.64,  0.065, 184.40,  0.058, 251.88,  0.045, 250.35,  0.054, 211.33,  0.036, 213.69,  0.022, 219.47,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 08:00:00, 11.5,142.7,  4.2, -6.6, 16.741, 27.38,  0.0,  0.0,  0.067,  15.48,  0.051, 242.93,  0.026, 184.40,  0.038, 180.00,  0.059, 165.26,  0.032, 270.00,  0.024, 245.56,  0.030, 145.78,  0.020, 220.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 09:00:00, 11.5,142.6,  4.2, -6.6, 16.726, 27.38,  0.0,  0.0,  0.043, 262.06,  0.011, 142.13,  0.009,  49.40,  0.016, 137.49,  0.032, 185.36,  0.023, 177.51,  0.041, 202.83,  0.026, 169.11,  0.101,  17.35,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 10:00:00, 11.5,142.7,  4.2, -6.6, 16.688, 27.42,  0.0,  0.0,  0.036, 321.84,  0.021, 230.91,  0.036, 262.09,  0.031, 200.77,  0.058, 191.89,  0.040, 184.29,  0.055, 187.25,  0.021, 160.71,  0.082, 334.69,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 11:00:00, 11.5,142.6,  4.2, -6.6, 16.653, 27.46,  0.0,  0.0,  0.057, 313.57,  0.025,  80.91,  0.028, 232.31,  0.035, 241.26,  0.039, 181.47,  0.018, 167.47,  0.048, 117.10,  0.022, 185.19,  0.113, 324.34,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 12:00:00, 11.5,142.7,  4.2, -6.6, 16.627, 27.47,  0.0,  0.0,  0.017,  66.37,  0.031,  56.82,  0.019, 154.80,  0.046, 109.23,  0.043, 152.24,  0.028, 276.12,  0.042, 267.27,  0.020, 149.53,  0.181, 343.27,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 13:00:00, 11.5,142.8,  4.2, -6.6, 16.610, 27.47,  0.0,  0.0,  0.058, 105.95,  0.016, 135.00,  0.008,  23.20,  0.006,   9.46,  0.046, 118.81,  0.010, 185.71,  0.011,  79.70,  0.007,  90.00,  0.123,  16.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 14:00:00, 11.5,142.7,  4.2, -6.6, 16.613, 27.47,  0.0,  0.0,  0.030,  93.81,  0.006,  90.00,  0.014, 192.09,  0.040, 226.01,  0.016, 127.57,  0.041, 108.43,  0.048, 121.37,  0.012, 114.44,  0.093,   5.53,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 15:00:00, 11.5,142.7,  4.2, -6.6, 16.636, 27.46,  0.0,  0.0,  0.029,  91.97,  0.026, 332.45,  0.009, 147.99,  0.059, 144.69,  0.036,  93.18,  0.057, 118.37,  0.038, 125.36,  0.011,  68.20,  0.121,   9.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 16:00:00, 11.5,142.7,  4.2, -6.6, 16.668, 27.46,  0.0,  0.0,  0.054, 107.10,  0.025,  68.63,  0.027,  31.33,  0.020, 351.47,  0.026,  74.36,  0.008, 203.20,  0.020, 107.53,  0.016,  71.57,  0.083, 345.29,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 17:00:00, 11.5,142.7,  4.2, -6.6, 16.711, 27.45,  0.0,  0.0,  0.041, 335.32,  0.006, 210.96,  0.037,  99.21,  0.001,  90.00,  0.004, 116.57,  0.015,  70.35,  0.024,  75.38,  0.021, 349.22,  0.121, 353.35,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 18:00:00, 11.5,142.7,  4.2, -6.6, 16.749, 27.44,  0.0,  0.0,  0.018, 350.54,  0.027, 291.80,  0.034, 244.18,  0.029, 181.97,  0.029, 153.43,  0.037, 120.70,  0.019, 216.25,  0.016, 183.58,  0.111, 320.86,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 19:00:00, 11.5,142.7,  4.2, -6.6, 16.786, 27.44,  0.0,  0.0,  0.046, 301.61,  0.000,   0.00,  0.044, 255.65,  0.016, 333.43,  0.034, 283.63,  0.027, 261.57,  0.030, 273.81,  0.024, 297.65,  0.022, 153.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 20:00:00, 11.5,142.7,  4.2, -6.6, 16.813, 27.44,  0.0,  0.0,  0.032, 237.80,  0.057, 180.00,  0.026, 308.66,  0.020, 267.14,  0.006, 300.96,  0.006,  90.00,  0.017,  64.98,  0.013, 102.99,  0.019, 222.88,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 21:00:00, 11.5,142.7,  4.2, -6.6, 16.807, 27.45,  0.0,  0.0,  0.050, 302.74,  0.015,  70.35,  0.019, 235.49,  0.036,   9.73,  0.018, 321.84,  0.011, 259.70,  0.011, 169.70,  0.040, 282.99,  0.072, 312.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 22:00:00, 11.5,142.7,  4.2, -6.6, 16.800, 27.45,  0.0,  0.0,  0.014, 245.22,  0.041, 251.57,  0.041, 230.91,  0.037, 231.58,  0.004, 135.00,  0.054, 231.01,  0.029, 226.40,  0.028, 188.13,  0.024, 221.63,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/29/2007 23:00:00, 11.5,142.7,  4.2, -6.6, 16.768, 27.45,  0.0,  0.0,  0.018, 250.56,  0.033, 205.02,  0.010, 180.00,  0.025, 306.87,  0.012, 165.96,  0.027, 160.20,  0.017, 220.24,  0.018, 160.56,  0.043, 298.93,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 00:00:00, 11.5,142.7,  4.2, -6.6, 16.751, 27.46,  0.0,  0.0,  0.081, 267.88,  0.063, 224.36,  0.024, 180.00,  0.062, 262.53,  0.048, 240.26,  0.027, 235.71,  0.021, 232.59,  0.029, 254.05,  0.076, 335.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 01:00:00, 11.5,142.7,  4.2, -6.6, 16.711, 27.45,  0.0,  0.0,  0.067, 277.77,  0.066, 309.47,  0.055, 283.78,  0.061, 265.31,  0.051, 235.38,  0.053, 188.75,  0.066, 174.81,  0.043, 139.69,  0.066,  40.70,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 02:00:00, 11.5,142.7,  4.2, -6.6, 16.681, 27.45,  0.0,  0.0,  0.028, 310.60,  0.029, 247.83,  0.058, 251.88,  0.051, 225.00,  0.081, 205.62,  0.057, 210.62,  0.063, 202.48,  0.047, 208.22,  0.098, 251.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 03:00:00, 11.5,142.7,  4.2, -6.6, 16.672, 27.47,  0.0,  0.0,  0.077, 278.24,  0.047, 291.12,  0.074, 256.72,  0.054, 248.20,  0.073, 194.23,  0.075, 201.80,  0.109, 214.56,  0.150, 219.32,  0.206, 225.39,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 04:00:00, 11.5,142.7,  4.2, -6.6, 16.670, 27.47,  0.0,  0.0,  0.043, 252.41,  0.056, 295.20,  0.060, 204.44,  0.069, 239.74,  0.075, 229.32,  0.098, 212.56,  0.086, 226.42,  0.047, 188.65,  0.104, 239.98,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 05:00:00, 11.5,142.7,  4.2, -6.6, 16.677, 27.49,  0.0,  0.0,  0.065, 266.48,  0.094, 276.14,  0.059, 225.69,  0.051, 180.00,  0.078, 210.84,  0.039, 184.40,  0.084, 196.70,  0.097, 178.23,  0.090, 199.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 06:00:00, 11.5,142.6,  4.2, -6.5, 16.684, 27.50,  0.0,  0.0,  0.062, 265.39,  0.036, 258.69,  0.065, 280.62,  0.019, 266.99,  0.051, 244.44,  0.032, 187.13,  0.026, 180.00,  0.036, 189.73,  0.079, 256.84,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 07:00:00, 11.5,142.7,  4.2, -6.6, 16.691, 27.51,  0.0,  0.0,  0.040, 249.27,  0.016, 296.57,  0.004, 116.57,  0.040, 251.11,  0.029, 273.95,  0.005, 233.13,  0.031, 204.90,  0.014, 204.78,  0.072, 270.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 08:00:00, 11.5,142.6,  4.2, -6.6, 16.682, 27.52,  0.0,  0.0,  0.033, 328.74,  0.049, 278.30,  0.031, 283.13,  0.022, 185.19,  0.042, 189.69,  0.030, 172.41,  0.020, 156.04,  0.009, 237.99,  0.096, 243.97,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 09:00:00, 11.5,142.7,  4.2, -6.6, 16.663, 27.55,  0.0,  0.0,  0.083,  11.85,  0.020, 197.53,  0.044, 230.53,  0.028,  62.53,  0.014, 175.91,  0.099, 138.27,  0.061, 149.20,  0.064, 126.69,  0.044, 348.18,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 10:00:00, 11.5,142.6,  4.2, -6.6, 16.640, 27.58,  0.0,  0.0,  0.030, 122.62,  0.030,  48.99,  0.017, 103.24,  0.060, 128.21,  0.013, 167.01,  0.017, 115.02,  0.041, 164.25,  0.013, 135.00,  0.053,   8.75,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 11:00:00, 11.5,142.7,  4.2, -6.6, 16.602, 27.61,  0.0,  0.0,  0.021, 115.35,  0.081,  50.01,  0.039, 140.19,  0.028,  68.96,  0.038,  74.88,  0.024,  90.00,  0.026, 147.53,  0.030, 183.81,  0.100,  18.07,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 12:00:00, 11.5,142.7,  4.2, -6.6, 16.588, 27.61,  0.0,  0.0,  0.046,  90.00,  0.026,  29.48,  0.008, 194.04,  0.007,   8.13,  0.007, 285.95,  0.024, 157.75,  0.017, 246.37,  0.040, 168.41,  0.096,  38.66,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 13:00:00, 11.5,142.7,  4.2, -6.6, 16.576, 27.62,  0.0,  0.0,  0.047,  78.93,  0.038, 123.27,  0.070,   8.25,  0.046, 242.88,  0.030, 203.20,  0.043,  84.69,  0.053,  82.48,  0.021,  67.17,  0.146,   5.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 14:00:00, 11.5,142.7,  4.2, -6.6, 16.578, 27.61,  0.0,  0.0,  0.041,  77.32,  0.056,  53.75,  0.021,  84.56,  0.015,  70.35,  0.037,  47.20,  0.026, 310.36,  0.008,  60.26,  0.023,   4.97,  0.164, 351.92,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 15:00:00, 11.5,142.7,  4.2, -6.6, 16.595, 27.62,  0.0,  0.0,  0.016, 217.57,  0.020,  59.53,  0.066, 122.01,  0.026,  85.60,  0.011, 349.70,  0.032,  69.86,  0.018,   9.46,  0.021,  22.83,  0.097, 358.23,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 16:00:00, 11.5,142.7,  4.2, -6.6, 16.634, 27.62,  0.0,  0.0,  0.041, 111.54,  0.011, 195.26,  0.021, 309.09,  0.057,  90.00,  0.021, 136.97,  0.011, 185.19,  0.028, 210.26,  0.031,  95.53,  0.102,   9.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 17:00:00, 11.5,142.7,  4.2, -6.6, 16.673, 27.61,  0.0,  0.0,  0.007, 270.00,  0.034, 259.70,  0.011, 349.70,  0.037, 223.92,  0.041, 174.43,  0.032, 154.23,  0.048, 140.96,  0.031, 234.25,  0.063, 355.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 18:00:00, 11.5,142.6,  4.2, -6.6, 16.722, 27.62,  0.0,  0.0,  0.015, 352.41,  0.040,  51.12,  0.023,  90.00,  0.046, 102.53,  0.044,  72.80,  0.018, 343.61,  0.028, 317.86,  0.023, 118.81,  0.051, 341.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 19:00:00, 11.5,142.7,  4.2, -6.6, 16.780, 27.61,  0.0,  0.0,  0.036, 342.07,  0.001,  90.00,  0.035, 120.96,  0.026, 321.34,  0.018, 286.39,  0.007, 171.87,  0.015, 180.00,  0.019,  90.00,  0.014, 175.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 20:00:00, 11.5,142.7,  4.2, -6.6, 16.815, 27.60,  0.0,  0.0,  0.004,   0.00,  0.051, 198.43,  0.025, 177.71,  0.021, 354.56,  0.022, 275.19,  0.013,  98.75,  0.005, 180.00,  0.051, 167.59,  0.018, 243.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 21:00:00, 11.5,142.6,  4.2, -6.6, 16.833, 27.60,  0.0,  0.0,  0.014, 248.96,  0.022, 275.19,  0.055, 335.30,  0.046, 307.87,  0.026, 142.70,  0.012, 120.96,  0.040, 333.43,  0.024,  14.62,  0.038, 296.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 22:00:00, 11.5,142.7,  4.2, -6.5, 16.839, 27.61,  0.0,  0.0,  0.042, 353.21,  0.006,  18.43,  0.035, 184.90,  0.048, 180.00,  0.016, 161.57,  0.042,  85.91,  0.021, 289.29,  0.016, 127.57,  0.034, 301.83,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
4/30/2007 23:00:00, 11.5,142.7,  4.2, -6.6, 16.813, 27.61,  0.0,  0.0,  0.021, 185.44,  0.010, 106.70,  0.011, 158.20,  0.033, 226.22,  0.033, 162.12,  0.013, 302.47,  0.017, 305.54,  0.036, 255.58,  0.031,  30.65,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 00:00:00, 11.5,142.7,  4.2, -6.6, 16.782, 27.63,  0.0,  0.0,  0.020, 212.91,  0.095, 290.91,  0.041, 239.04,  0.016, 217.57,  0.059, 153.87,  0.041, 174.43,  0.054, 180.00,  0.037, 200.38,  0.020, 357.14,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 01:00:00, 11.5,142.7,  4.2, -6.6, 16.738, 27.64,  0.0,  0.0,  0.009, 257.47,  0.031, 128.37,  0.027, 272.12,  0.014, 197.10,  0.046, 180.00,  0.033, 205.02,  0.027, 173.66,  0.030, 118.30,  0.045, 219.64,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 02:00:00, 11.5,142.7,  4.2, -6.6, 16.715, 27.64,  0.0,  0.0,  0.045, 204.86,  0.043, 221.19,  0.055, 268.96,  0.015, 246.80,  0.031, 247.52,  0.070, 270.00,  0.040, 249.27,  0.036, 250.56,  0.049, 314.17,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 03:00:00, 11.5,142.7,  4.2, -6.6, 16.696, 27.67,  0.0,  0.0,  0.047, 202.71,  0.042, 254.98,  0.081, 232.56,  0.041, 204.68,  0.051, 185.60,  0.110, 244.13,  0.076, 222.88,  0.054, 223.49,  0.064, 350.10,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 04:00:00, 11.5,142.6,  4.2, -6.6, 16.681, 27.66,  0.0,  0.0,  0.053, 252.58,  0.039, 286.56,  0.039, 280.44,  0.016, 209.74,  0.059, 186.77,  0.035, 188.13,  0.115, 236.73,  0.122, 222.68,  0.146, 214.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 05:00:00, 11.5,142.6,  4.2, -6.6, 16.678, 27.65,  0.0,  0.0,  0.025, 279.09,  0.038, 248.20,  0.031, 273.69,  0.026, 190.89,  0.030, 223.67,  0.016, 255.96,  0.026,  96.58,  0.052, 124.90,  0.086,  42.63,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 06:00:00, 11.5,142.7,  4.2, -6.5, 16.684, 27.64,  0.0,  0.0,  0.038,  81.03,  0.034, 209.54,  0.023, 208.81,  0.035, 258.37,  0.015, 262.41,  0.028, 223.53,  0.034, 245.70,  0.015,  42.27,  0.088, 334.31,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 07:00:00, 11.5,142.6,  4.2, -6.5, 16.682, 27.64,  0.0,  0.0,  0.061, 286.07,  0.038, 257.80,  0.044, 105.95,  0.019, 137.12,  0.060, 270.95,  0.051, 220.24,  0.032, 271.79,  0.005, 306.87,  0.112,  10.81,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 08:00:00, 11.5,142.7,  4.2, -6.6, 16.678, 27.65,  0.0,  0.0,  0.047, 168.93,  0.037, 299.36,  0.018, 135.00,  0.018,  93.18,  0.004, 180.00,  0.037, 242.74,  0.029, 299.25,  0.022, 125.84,  0.049, 188.30,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 09:00:00, 11.5,142.6,  4.2, -6.6, 16.671, 27.58,  0.0,  0.0,  0.026, 256.50,  0.054, 277.39,  0.018, 141.84,  0.010, 225.00,  0.012, 235.01,  0.021, 205.35,  0.040, 182.86,  0.009, 116.57,  0.129, 341.99,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 10:00:00, 11.5,142.6,  4.2, -6.5, 16.647, 27.62,  0.0,  0.0,  0.082, 260.88,  0.026, 220.36,  0.061, 206.15,  0.052, 270.00,  0.068, 250.23,  0.085, 210.50,  0.059, 206.13,  0.025, 221.82,  0.026, 254.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 11:00:00, 11.5,142.7,  4.2, -6.6, 16.630, 27.67,  0.0,  0.0,  0.070, 223.26,  0.026, 202.62,  0.054, 259.32,  0.042, 220.16,  0.029, 200.32,  0.047, 209.29,  0.056, 236.59,  0.030, 227.73,  0.110,   3.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 12:00:00, 11.5,142.7,  4.2, -6.6, 16.602, 27.67,  0.0,  0.0,  0.057, 204.78,  0.026, 276.58,  0.011, 270.00,  0.029, 218.05,  0.078, 188.13,  0.076, 210.96,  0.066, 232.43,  0.052, 239.98,  0.081, 322.56,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 13:00:00, 11.5,142.7,  4.2, -6.6, 16.594, 27.65,  0.0,  0.0,  0.079, 216.29,  0.061, 241.76,  0.058, 242.10,  0.074, 215.63,  0.060, 206.57,  0.053, 234.21,  0.059, 227.07,  0.055, 235.44,  0.034,  35.54,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 14:00:00, 11.5,142.7,  4.2, -6.6, 16.582, 27.66,  0.0,  0.0,  0.059, 233.33,  0.097, 198.06,  0.088, 190.42,  0.058, 201.25,  0.035, 213.23,  0.024, 231.71,  0.028, 186.12,  0.031, 247.52,  0.067, 261.38,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 15:00:00, 11.5,142.7,  4.2, -6.5, 16.605, 27.67,  0.0,  0.0,  0.032, 161.57,  0.094, 195.36,  0.105, 193.77,  0.088, 225.46,  0.077, 216.57,  0.076, 228.18,  0.059, 225.69,  0.025, 270.00,  0.088, 341.36,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 16:00:00, 11.5,142.7,  4.2, -6.6, 16.643, 27.67,  0.0,  0.0,  0.048, 219.04,  0.103, 187.26,  0.071, 177.58,  0.044, 216.61,  0.075, 237.99,  0.054, 216.03,  0.097, 204.44,  0.062, 199.90,  0.070, 337.44,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 17:00:00, 11.5,142.7,  4.2, -6.5, 16.676, 27.67,  0.0,  0.0,  0.050, 214.33,  0.068, 232.79,  0.038, 198.43,  0.076, 216.42,  0.095, 223.73,  0.084, 189.57,  0.061, 204.06,  0.072, 222.17,  0.154, 267.03,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
5/1/2007 18:00:00, 11.5,142.7,  4.2, -6.6, 16.733, 27.65,  0.0,  0.0,  0.034, 168.02,  0.047, 214.70,  0.040, 236.31,  0.053, 222.71,  0.030, 205.71,  0.081, 197.99,  0.070, 201.80,  0.053, 217.30,  0.101, 256.79,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
