DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.5m),Dir#1(2.5m),Speed#2(4.5m),Dir#2(4.5m),Speed#3(6.5m),Dir#3(6.5m),Speed#4(8.5m),Dir#4(8.5m),Speed#5(10.5m),Dir#5(10.5m),Speed#6(12.5m),Dir#6(12.5m),Speed#7(14.5m),Dir#7(14.5m),Speed#8(16.5m),Dir#8(16.5m),Speed#9(18.5m),Dir#9(18.5m),Speed#10(20.5m),Dir#10(20.5m),Speed#11(22.5m),Dir#11(22.5m),Speed#12(24.5m),Dir#12(24.5m),Speed#13(26.5m),Dir#13(26.5m),Speed#14(28.5m),Dir#14(28.5m),Speed#15(30.5m),Dir#15(30.5m)
6/10/2016 10:00,11.7,217.2,7.1,9.5,19.727,28.33,0,0,0.038,309.61,0.033,307.57,0.024,306.38,0.063,319.5,0.048,352.87,0.03,97.59,0.019,297.9,0.011,270,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 11:00,11.7,217.2,7.1,9.5,19.705,28.34,0,0,0.086,300.16,0.007,206.57,0.039,259.56,0.038,37.48,0.029,90,0.026,60.52,0.002,0,0.028,288.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 12:00,11.7,217.2,7.1,9.5,19.693,28.32,0,0,0.043,174.69,0.034,108.97,0.031,172.65,0.027,208.44,0.047,90,0.027,145.71,0.051,336.95,0.104,348.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 13:00,11.7,217.2,7.1,9.5,19.676,28.37,0,0,0.051,180,0.076,219.13,0.099,181.74,0.062,176.31,0.078,182.2,0.076,180,0.026,232.7,0.145,21.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 14:00,11.7,217.2,7.1,9.5,19.695,28.41,0,0,0.155,181.85,0.161,188.58,0.167,184.48,0.103,190.11,0.086,182.66,0.063,158.7,0.03,240.02,0.016,14.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 15:00,11.7,217.2,7.1,9.5,19.702,28.45,0,0,0.156,187.72,0.128,188.07,0.134,195.18,0.163,187.04,0.137,199.23,0.083,180.69,0.033,211.26,0.144,10.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 16:00,11.7,217.2,7.1,9.5,19.715,28.5,0,0,0.13,194.68,0.113,204.53,0.038,184.51,0.035,183.27,0.019,242.1,0.029,180,0.022,305.84,0.189,358.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 17:00,11.7,217.2,7.1,9.5,19.697,28.56,0,0,0.061,180,0.058,177.04,0.017,173.29,0.073,255.77,0.09,291.45,0.056,312.83,0.083,304.26,0.231,359.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 18:00,11.7,217.2,7.1,9.5,19.689,28.63,0,0,0.097,198.62,0.103,225,0.048,272.39,0.064,309.92,0.045,357.46,0.075,322.06,0.103,299.54,0.148,15.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 19:00,11.7,217.2,7.1,9.5,19.66,28.66,0,0,0.059,127.45,0.056,105.52,0.039,126.57,0.004,270,0.058,250.94,0.097,301.07,0.103,302.77,0.19,345.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 20:00,11.7,217.2,7.1,9.5,19.656,28.53,0,0,0.029,80.22,0.01,203.96,0.014,335.22,0.025,260.91,0.01,36.87,0.036,321.84,0.053,304.29,0.176,348.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 21:00,11.7,217.2,7.1,9.5,19.65,28.49,0,0,0.063,10.06,0.033,356.53,0.043,51.55,0.036,14.42,0.051,287.02,0.029,292.17,0.051,341.57,0.215,358.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 22:00,11.7,217.2,7.1,9.5,19.659,28.47,0,0,0.043,346.61,0.074,344.27,0.052,352.33,0.051,329.42,0.108,319.11,0.114,312.51,0.115,297.9,0.213,339.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/10/2016 23:00,11.7,217.2,7.1,9.5,19.657,28.48,0,0,0.069,61.59,0.077,337.78,0.067,311.35,0.108,326.31,0.063,319.5,0.093,299.59,0.121,323.04,0.225,342.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 0:00,11.7,217.2,7.1,9.5,19.682,28.5,0,0,0.07,203.63,0.014,315,0.016,266.42,0.012,120.96,0.045,281.56,0.054,277.39,0.094,267.56,0.106,324.21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 1:00,11.7,217.2,7.1,9.5,19.715,28.5,0,0,0.031,218.37,0.071,262.67,0.029,165.96,0.03,107.24,0.022,100.3,0.042,126.33,0.018,173.66,0.011,116.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 2:00,11.7,217.2,7.1,9.5,19.737,28.53,0,0,0.041,170.07,0.091,196.03,0.086,158.82,0.116,171.1,0.133,146.07,0.098,175.33,0.051,207.07,0.096,193.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 3:00,11.7,217.2,7.1,9.5,19.802,28.53,0,0,0.104,177.25,0.156,165.52,0.14,174.66,0.119,160.35,0.103,163.14,0.143,164.6,0.094,217.23,0.09,221.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 4:00,11.7,217.1,7.1,9.5,19.833,28.5,0,0,0.143,164.99,0.165,160.91,0.157,148.85,0.158,170.9,0.119,178.56,0.164,179.3,0.142,216.38,0.116,192.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 5:00,11.7,217.2,7.1,9.5,19.834,28.52,0,0,0.108,185.29,0.081,168.55,0.125,191.58,0.144,179.2,0.179,182.24,0.17,181.35,0.1,202.23,0.108,193.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 6:00,11.7,217.2,7.1,9.5,19.825,28.53,0,0,0.103,186.16,0.128,183.13,0.1,184.57,0.105,189.28,0.123,193.59,0.157,184.37,0.157,203.29,0.098,209.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 7:00,11.7,217.2,7.1,9.5,19.808,28.53,0,0,0.101,260.35,0.07,223.26,0.107,185.92,0.135,186.39,0.142,168.22,0.126,173.16,0.075,175.43,0.052,194.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 8:00,11.7,217.2,7.1,9.6,19.777,28.49,0,0,0.087,278.6,0.036,313.88,0.117,196.42,0.082,145.92,0.049,168.23,0.094,179.39,0.06,191.5,0.045,215.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 9:00,11.7,217.2,7.1,9.5,19.745,28.42,0,0,0.073,295.16,0.062,270.92,0.06,315.67,0.014,278.13,0.012,318.37,0.019,323.75,0.031,211.61,0.015,203.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 10:00,11.7,217.2,7.1,9.5,19.724,28.43,0,0,0.074,329.97,0.087,344.05,0.074,357.68,0.053,331.99,0.019,338.75,0.024,75.38,0.04,53.13,0.042,355.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 11:00,11.7,217.2,7.1,9.5,19.699,28.45,0,0,0.05,320.63,0.069,327.46,0.039,292.62,0.091,333.15,0.094,318.87,0.081,343.57,0.035,353.48,0.103,340.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 12:00,11.7,217.2,7.1,9.5,19.677,28.46,0,0,0.072,311.04,0.025,334.44,0.035,315,0.035,27.3,0.04,46.01,0.085,54.62,0.051,36.19,0.092,13.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 13:00,11.7,217.2,7.1,9.5,19.673,28.49,0,0,0.03,241.7,0.014,107.1,0.031,125.75,0.042,125.22,0.03,164.58,0.057,143.53,0.025,2.29,0.059,25.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 14:00,11.7,217.2,7.1,9.5,19.664,28.54,0,0,0.081,185.64,0.107,177.32,0.106,178.38,0.108,185.29,0.081,196.43,0.092,176.27,0.01,286.7,0.166,28.72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 15:00,11.7,217.2,7.1,9.5,19.677,28.58,0,0,0.175,186.88,0.144,175.2,0.129,175.57,0.157,182.92,0.158,182.17,0.09,175.55,0.084,222.09,0.073,349.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 16:00,11.7,217.2,7.1,9.5,19.683,28.61,0,0,0.154,192.77,0.113,185.61,0.101,187.41,0.074,164.27,0.044,230.53,0.097,225.42,0.11,259,0.179,349.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 17:00,11.7,217.2,7.1,9.5,19.707,28.67,0,0,0.097,156.88,0.078,164.36,0.108,183.18,0.106,208.01,0.07,194.04,0.025,201.37,0.088,313.15,0.264,348.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 18:00,11.7,217.2,7.1,9.5,19.687,28.74,0,0,0.053,192.99,0.081,197.99,0.067,193.83,0.092,200.99,0.081,196.43,0.081,186.34,0.044,248.68,0.19,356.99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 19:00,11.7,217.2,7.1,9.5,19.704,28.82,0,0,0.098,151.34,0.095,236.98,0.082,197.1,0.087,181.97,0.082,184.88,0.066,191.31,0.077,251.1,0.214,5.36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 20:00,11.7,217.2,7.1,9.5,19.681,28.83,0,0,0.094,172.04,0.081,179.29,0.077,175.54,0.043,166.61,0.028,192.53,0.013,118.61,0.017,346.76,0.187,355.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 21:00,11.7,217.2,7.1,9.5,19.666,28.7,0,0,0.114,19.55,0.101,46.2,0.039,103.32,0.033,211.26,0.022,210.07,0.017,118.07,0.021,334.65,0.221,351.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 22:00,11.7,217.2,7.1,9.5,19.671,28.62,0,0,0.052,14.57,0.046,335.66,0.041,34.08,0.041,52.85,0.044,58.82,0.038,344.88,0.074,311.7,0.22,7.32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/11/2016 23:00,11.7,217.1,7.1,9.6,19.662,28.61,0,0,0.077,330.44,0.098,346.39,0.06,351.33,0.024,16.93,0.02,2.86,0.078,338.06,0.105,355.1,0.216,357.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 0:00,11.7,217.2,7.1,9.5,19.679,28.62,0,0,0.101,1.13,0.074,23.81,0.072,337.01,0.088,337.23,0.092,326.48,0.063,325.3,0.154,298.73,0.11,273.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 1:00,11.7,217.2,7.1,9.5,19.695,28.65,0,0,0.017,49.76,0.017,3.37,0.057,310.06,0.018,270,0.027,254.93,0.018,247.62,0.025,0,0.084,323.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 2:00,11.7,217.2,7.1,9.5,19.722,28.71,0,0,0.019,212.01,0.021,211.43,0.077,154.76,0.09,157.72,0.059,143.33,0.074,140.49,0.055,116.1,0.007,270,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 3:00,11.7,217.2,7.1,9.5,19.759,28.68,0,0,0.09,148.6,0.136,179.58,0.11,159.26,0.088,171.5,0.132,180.87,0.13,170.25,0.063,169.05,0.045,200.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 4:00,11.7,217.2,7.1,9.5,19.778,28.67,0,0,0.123,182.33,0.129,153.83,0.105,159.32,0.107,160.89,0.122,170.07,0.164,180,0.1,182.86,0.079,184.34,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 5:00,11.7,217.2,7.1,9.5,19.811,28.69,0,0,0.147,163.79,0.1,177.71,0.135,174.04,0.144,166.35,0.12,181.43,0.124,194.04,0.102,221.03,0.092,186.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 6:00,11.7,217.2,7.1,9.5,19.806,28.69,0,0,0.11,167.36,0.108,165.58,0.152,176.99,0.127,163,0.094,201.12,0.12,196.01,0.094,205.2,0.102,214.62,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 7:00,11.7,217.2,7.1,9.5,19.798,28.7,0,0,0.072,155.22,0.085,180.67,0.056,183.07,0.094,200.56,0.096,169.16,0.135,205.04,0.079,202.34,0.07,284.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 8:00,11.7,217.2,7.1,9.5,19.788,28.66,0,0,0.056,264.9,0.068,244.93,0.041,232,0.06,180,0.089,165.03,0.093,170.74,0.086,188.04,0.08,160.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 9:00,11.7,217.2,7.1,9.5,19.773,28.6,0,0,0.123,255.85,0.048,250.43,0.061,188.53,0.052,192.17,0.052,172.33,0.054,165.96,0.014,162.9,0.009,198.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 10:00,11.7,217.2,7.1,9.5,19.742,28.58,0,0,0.067,318.65,0.049,329.24,0.026,307.3,0.037,350.79,0.039,336.04,0.072,339.81,0.094,331.53,0.183,7.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 11:00,11.7,217.2,7.1,9.5,19.72,28.6,0,0,0.051,3.37,0.107,332.72,0.051,336.95,0.059,340.35,0.038,303.27,0.078,354.87,0.082,339.36,0.144,3.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 12:00,11.7,217.2,7.1,9.5,19.691,28.64,0,0,0.087,329.6,0.096,339.3,0.138,345.36,0.143,341.69,0.11,355.84,0.103,356.11,0.111,11.41,0.21,17.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 13:00,11.7,217.2,7.1,9.5,19.666,28.67,0,0,0.027,0,0.041,304.08,0.025,333.43,0.032,56.31,0.066,90,0.038,119.93,0.025,353.16,0.167,12.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 14:00,11.7,217.2,7.1,9.5,19.67,28.69,0,0,0.083,202.57,0.062,135,0.074,181.55,0.052,177.8,0.051,136.59,0.071,142.48,0.027,336.25,0.207,2.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 15:00,11.7,217.2,7.1,9.5,19.687,28.73,0,0,0.071,188.93,0.092,209.36,0.121,188.53,0.167,185.85,0.135,170.19,0.109,182.63,0.065,212.47,0.08,25.28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 16:00,11.7,217.2,7.1,9.5,19.709,28.75,0,0,0.114,176.99,0.104,182.75,0.11,186.8,0.112,207.02,0.088,181.95,0.099,195.87,0.108,219.74,0.093,358.15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 17:00,11.7,217.2,7.1,9.5,19.722,28.78,0,0,0.098,164.69,0.093,183.69,0.112,180,0.08,167.01,0.054,192.76,0.03,240.02,0.068,301.11,0.22,349.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 18:00,11.7,217.2,7.1,9.5,19.734,28.83,0,0,0.097,190.15,0.061,170.54,0.089,200.48,0.06,269.05,0.011,338.2,0.018,202.38,0.074,270.77,0.162,357.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 19:00,11.7,217.1,7.1,9.5,19.735,28.88,0,0,0.077,146.73,0.07,192.44,0.061,191.31,0.03,174.29,0.054,200.43,0.03,195.42,0.022,24.23,0.172,354.99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 20:00,11.7,217.2,7.1,9.5,19.733,28.95,0,0,0.109,183.15,0.083,173.81,0.11,185.76,0.084,181.36,0.08,181.43,0.048,136.68,0.009,276.34,0.12,349.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 21:00,11.7,217.1,7.1,9.5,19.732,28.95,0,0,0.096,199.37,0.122,169.15,0.066,160.46,0.058,183.95,0.038,212.01,0.016,194.04,0.015,298.3,0.107,2.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 22:00,11.7,217.1,7.1,9.5,19.726,28.82,0,0,0.032,358.21,0.027,344.93,0.051,127.78,0.038,125.36,0.06,176.19,0.043,155.22,0.019,302.01,0.126,16.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/12/2016 23:00,11.7,217.2,7.1,9.5,19.732,28.77,0,0,0.078,326.51,0.042,305.22,0.02,11.31,0.01,11.31,0.005,90,0.037,167.47,0.022,290.85,0.166,348.15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 0:00,11.7,217.2,7.1,9.5,19.73,28.77,0,0,0.074,347.47,0.035,331.26,0.077,356.28,0.066,344.29,0.058,354.09,0.055,350.54,0.021,318.81,0.103,257.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 1:00,11.7,217.2,7.1,9.5,19.727,28.77,0,0,0.046,342.35,0.042,353.21,0.073,325.65,0.088,319.61,0.066,328.74,0.086,329.84,0.096,313.32,0.082,325.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 2:00,11.7,217.1,7.1,9.5,19.744,28.8,0,0,0.102,287.19,0.014,167.91,0.019,302.01,0.06,88.09,0.047,85.14,0.04,339.27,0.086,3.33,0.092,355.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 3:00,11.7,217.2,7.1,9.5,19.744,28.8,0,0,0.027,216.03,0.062,138.9,0.052,143.57,0.09,154.29,0.079,126.72,0.052,178.9,0.018,167.47,0.009,122.01,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 4:00,11.7,217.2,7.1,9.5,19.768,28.82,0,0,0.15,168.09,0.096,162.5,0.12,138.05,0.113,149.56,0.102,145.84,0.063,184.54,0.067,229.86,0.047,187.28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 5:00,11.7,217.2,7.1,9.5,19.783,28.8,0,0,0.103,144.92,0.075,162.05,0.109,168.38,0.132,168.6,0.11,178.96,0.103,159.44,0.08,190.75,0.016,104.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 6:00,11.7,217.1,7.1,9.5,19.783,28.81,0,0,0.153,160.97,0.128,164.12,0.125,167.52,0.128,153.03,0.118,133.97,0.109,163.55,0.084,207.79,0.048,273.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 7:00,11.7,217.2,7.1,9.5,19.797,28.82,0,0,0.088,171.5,0.11,175.84,0.082,156.89,0.091,162.76,0.123,160.1,0.114,173.94,0.05,227.42,0.048,294.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 8:00,11.7,217.2,7.1,9.5,19.772,28.81,0,0,0.08,270,0.079,208.84,0.06,180,0.076,185.26,0.126,189.61,0.146,165.68,0.039,201.25,0.057,2.01,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 9:00,11.7,217.2,7.1,9.5,19.771,28.75,0,0,0.108,232.17,0.119,236.31,0.067,199.25,0.081,142.99,0.099,154.21,0.084,162.65,0.02,113.96,0.136,349.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 10:00,11.7,217.1,7.1,9.5,19.729,28.71,0,0,0.032,313.73,0.049,278.13,0.024,337.75,0.04,213.69,0.01,240.95,0.07,279.87,0.053,349.11,0.151,339.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 11:00,11.7,217.2,7.1,9.5,19.718,28.69,0,0,0.032,251.57,0.022,270,0.049,343.41,0.049,40.86,0.016,320.19,0.033,6.91,0.05,325.67,0.2,357.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 12:00,11.7,217.2,7.1,9.5,19.691,28.69,0,0,0.034,354.96,0.084,323.27,0.087,346.76,0.072,333.79,0.079,5.78,0.082,8.43,0.079,357.83,0.223,15.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 13:00,11.7,217.2,7.1,9.5,19.656,28.77,0,0,0.088,300.07,0.077,346.5,0.071,311.57,0.027,325.71,0.053,355.68,0.104,21.39,0.103,19.32,0.257,357.55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 14:00,11.7,217.2,7.1,9.5,19.652,28.81,0,0,0.04,320.01,0.041,270,0.016,320.19,0.021,0,0.036,50.6,0.039,32.47,0.072,3.18,0.261,1.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 15:00,11.7,217.1,7.1,9.5,19.645,28.85,0,0,0.09,235.43,0.076,243.43,0.067,234.16,0.038,229.24,0.052,137.35,0.067,136.81,0.01,0,0.181,0.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 16:00,11.7,217.1,7.1,9.5,19.656,28.89,0,0,0.093,168.21,0.121,176.22,0.114,190.62,0.141,184.06,0.125,175.43,0.084,179.32,0.074,204.83,0.083,354.49,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 17:00,11.7,217.1,7.1,9.5,19.695,28.92,0,0,0.155,182.59,0.169,190.24,0.099,207.08,0.111,194.66,0.137,185.88,0.101,191.42,0.063,256.18,0.143,353.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 18:00,11.7,217.1,7.1,9.5,19.719,28.95,0,0,0.093,171.35,0.13,192.43,0.084,222.09,0.071,255.38,0.036,316.12,0.042,308.23,0.077,294.57,0.153,340.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 19:00,11.7,217.1,7.1,9.5,19.737,28.99,0,0,0.003,198.43,0.085,65.83,0.022,63.43,0.068,45,0.023,15.26,0.065,325.08,0.06,290.56,0.128,356.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 20:00,11.7,217.2,7.1,9.5,19.753,29.06,0,0,0.027,184.24,0.045,145.95,0.075,292.8,0.023,304.38,0.038,268.49,0.025,279.09,0.057,304.25,0.187,2.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 21:00,11.7,217.2,7.1,9.5,19.736,29.09,0,0,0.036,102.88,0.004,56.31,0.037,317.2,0.039,334.09,0.003,251.57,0.014,326.31,0.039,268.53,0.146,326.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 22:00,11.7,217.1,7.1,9.5,19.756,29.05,0,0,0.017,215.54,0.016,180,0.024,177.61,0.066,186.91,0.101,204.02,0.056,191.31,0.043,275.31,0.092,4.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/13/2016 23:00,11.7,217.1,7.1,9.5,19.757,29.01,0,0,0.067,25.8,0.075,320.98,0.039,232.25,0.011,225,0.049,185.83,0.03,187.59,0.077,325.07,0.077,9.71,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 0:00,11.7,217.2,7.1,9.5,19.75,29.01,0,0,0.029,324.69,0.068,336.47,0.034,3.37,0.006,341.57,0.017,72.65,0.029,155.22,0.075,292.8,0.13,353.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 1:00,11.7,217.2,7.1,9.5,19.743,28.97,0,0,0.07,320.19,0.077,328.78,0.072,309.4,0.079,333.76,0.019,8.97,0.026,92.2,0.017,329.04,0.127,334.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 2:00,11.7,217.1,7.1,9.5,19.732,28.93,0,0,0.094,338.88,0.054,326.31,0.08,334.72,0.064,334.23,0.046,310.6,0.058,274.93,0.055,278.43,0.134,347.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 3:00,11.7,217.1,7.1,9.6,19.73,28.93,0,0,0.084,270.68,0.077,293.89,0.052,270,0.048,236.98,0.025,138.18,0.024,277.13,0.042,286.7,0.083,27.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 4:00,11.7,217.2,7.1,9.5,19.744,28.93,0,0,0.029,216.47,0.044,215.84,0.029,159.68,0.05,170.73,0.039,187.31,0.055,140.19,0.052,64.92,0.079,14.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 5:00,11.7,217.2,7.1,9.5,19.738,28.97,0,0,0.003,341.57,0.095,160.99,0.067,130.79,0.073,165.77,0.062,155.1,0.06,159.44,0.004,206.57,0.134,348.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 6:00,11.7,217.1,7.1,9.5,19.755,28.97,0,0,0.106,139.57,0.098,147.44,0.142,155.42,0.099,164.13,0.09,181.91,0.066,158.52,0.052,322.03,0.153,358.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6/14/2016 7:00,11.7,217.2,7.1,9.5,19.758,28.97,0,0,0.142,157.23,0.122,170.07,0.105,151,0.08,167.7,0.137,195.66,0.147,196.96,0.09,209.98,0.051,26.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
