DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),
2/22/2008 18:00:00, 12.9,255.4, -0.6, -1.0, 26.226, 25.82,  0.0,  0.0,  0.155, 337.58,  0.131, 328.13,  0.195, 335.41,  0.167, 334.51,  0.211, 328.57,  0.213, 334.76,  0.183, 336.80,  0.221, 329.26,  0.256, 337.24,  0.271, 333.06,  0.270, 327.55,  0.370, 331.08,  0.320, 329.74,  0.241, 345.33,  0.181, 272.53,  0.189, 287.28,  0.262, 285.26,  0.482, 238.22,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.662, 212.54,  0.490, 241.50,-99.000, -99.00,-99.000, -99.00,
2/22/2008 19:00:00, 13.0,255.4, -0.5, -1.0, 26.256, 25.86,  0.0,  0.0,  0.130, 327.90,  0.201, 327.57,  0.216, 323.29,  0.186, 325.29,  0.262, 320.11,  0.223, 328.95,  0.203, 320.59,  0.204, 315.00,  0.266, 322.01,  0.249, 329.00,  0.284, 326.48,  0.271, 332.77,  0.374, 340.45,  0.357, 319.21,  0.367, 312.90,  0.245, 306.03,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.318, 291.40,-99.000, -99.00,-99.000, -99.00,
2/22/2008 20:00:00, 13.1,255.4, -0.5, -1.0, 26.277, 25.87,  0.0,  0.0,  0.059, 352.15,  0.058, 297.90,  0.126, 300.65,  0.141, 319.31,  0.071, 305.26,  0.142, 338.50,  0.134, 325.95,  0.125, 324.41,  0.147, 331.51,  0.124, 327.21,  0.103, 337.17,  0.199, 320.71,  0.180, 333.29,  0.231, 317.81,  0.242, 288.81,  0.172, 319.94,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.175, 296.13,-99.000, -99.00,-99.000, -99.00,
2/22/2008 21:00:00, 13.2,255.5, -0.5, -1.0, 26.298, 25.87,  0.0,  0.0,  0.092, 291.80,  0.081, 320.01,  0.105, 330.26,  0.080, 306.87,  0.115, 305.48,  0.071, 290.75,  0.079, 290.05,  0.076, 295.89,  0.074, 300.70,  0.107, 293.69,  0.161, 296.88,  0.084, 316.44,  0.014, 329.74,  0.101, 319.83,  0.054, 340.56,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.287, 242.19,-99.000, -99.00,-99.000, -99.00,
2/22/2008 22:00:00, 13.2,255.5, -0.5, -1.0, 26.304, 25.86,  0.0,  0.0,  0.057, 192.09,  0.059, 195.68,  0.097, 242.90,  0.059, 240.38,  0.083, 230.37,  0.049, 238.24,  0.064, 233.31,  0.095, 225.42,  0.055, 230.86,  0.054, 216.03,  0.121, 227.34,  0.037, 268.45,  0.094, 215.89,  0.097, 292.35,  0.111, 263.77,  0.055, 175.84,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.171, 232.13,  0.249, 252.95,-99.000, -99.00,-99.000, -99.00,
2/22/2008 23:00:00, 13.2,255.4, -0.5, -1.0, 26.301, 25.86,  0.0,  0.0,  0.114, 166.82,  0.120, 198.43,  0.116, 203.46,  0.143, 208.90,  0.149, 212.94,  0.116, 208.77,  0.148, 198.07,  0.114, 209.93,  0.129, 194.79,  0.158, 211.77,  0.120, 211.05,  0.121, 182.37,  0.133, 201.56,  0.170, 207.77,  0.050, 180.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.175, 229.65,  0.215, 265.19,-99.000, -99.00,-99.000, -99.00,
2/23/2008 00:00:00, 13.2,255.5, -0.5, -1.0, 26.280, 25.86,  0.0,  0.0,  0.072, 156.28,  0.090, 183.81,  0.077, 179.26,  0.090, 167.82,  0.091, 181.26,  0.114, 180.00,  0.129, 195.33,  0.157, 162.60,  0.146, 183.53,  0.124, 186.49,  0.102, 181.12,  0.128, 214.81,  0.161, 206.25,  0.261, 199.68,  0.134, 194.66,  0.209, 198.95,  0.280, 202.26,-99.000, -99.00,-99.000, -99.00,  0.217, 217.13,  0.296, 232.55,  0.336, 209.77,  0.253, 252.50,-99.000, -99.00,-99.000, -99.00,
2/23/2008 01:00:00, 13.3,255.5, -0.5, -1.0, 26.265, 25.85,  0.0,  0.0,  0.111, 180.00,  0.141, 202.93,  0.146, 199.55,  0.136, 208.44,  0.160, 199.34,  0.173, 194.04,  0.173, 197.18,  0.187, 193.59,  0.135, 208.85,  0.175, 207.88,  0.157, 185.86,  0.110, 173.72,  0.180, 214.13,  0.092, 178.75,  0.067, 271.71,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.480, 199.87,  0.302, 225.94,-99.000, -99.00,-99.000, -99.00,
2/23/2008 02:00:00, 13.3,255.3, -0.5, -1.0, 26.253, 25.83,  0.0,  0.0,  0.089, 244.59,  0.072, 219.91,  0.056, 265.91,  0.096, 254.95,  0.068, 211.11,  0.058, 236.31,  0.051, 250.50,  0.094, 242.89,  0.048, 189.66,  0.103, 209.05,  0.085, 211.08,  0.037, 271.55,  0.115, 247.00,  0.085, 218.35,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.107, 141.09,  0.169, 238.57,-99.000, -99.00,-99.000, -99.00,
2/23/2008 03:00:00, 13.3,255.4, -0.5, -1.0, 26.242, 25.82,  0.0,  0.0,  0.082, 267.21,  0.103, 269.44,  0.077, 273.72,  0.091, 282.05,  0.106, 268.92,  0.082, 269.30,  0.107, 258.69,  0.112, 244.58,  0.142, 262.33,  0.099, 279.27,  0.152, 300.45,  0.082, 313.03,  0.116, 354.04,  0.183, 291.10,  0.162, 292.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.117, 282.37,-99.000, -99.00,-99.000, -99.00,
2/23/2008 04:00:00, 13.3,255.4, -0.5, -1.0, 26.222, 25.81,  0.0,  0.0,  0.121, 305.92,  0.115, 321.73,  0.130, 310.65,  0.127, 301.20,  0.155, 296.40,  0.152, 296.57,  0.183, 298.11,  0.194, 300.00,  0.185, 300.86,  0.213, 306.98,  0.174, 305.42,  0.244, 288.14,  0.275, 304.04,  0.130, 267.36,  0.156, 315.52,  0.295, 321.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.163, 310.03,-99.000, -99.00,-99.000, -99.00,
2/23/2008 05:00:00, 13.3,255.3, -0.5, -1.0, 26.219, 25.80,  0.0,  0.0,  0.098, 320.79,  0.122, 316.66,  0.097, 305.33,  0.120, 323.80,  0.144, 312.19,  0.129, 316.26,  0.156, 312.67,  0.216, 315.19,  0.178, 331.85,  0.166, 312.06,  0.159, 312.44,  0.192, 332.37,  0.175, 304.51,  0.142, 330.00,  0.160,   2.15,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.318, 313.60,-99.000, -99.00,-99.000, -99.00,
2/23/2008 06:00:00, 13.3,255.4, -0.5, -1.0, 26.245, 25.80,  0.0,  0.0,  0.116, 337.19,  0.158, 330.03,  0.184, 312.80,  0.201, 311.78,  0.204, 314.01,  0.191, 316.70,  0.219, 334.60,  0.211, 332.58,  0.165, 326.89,  0.212, 329.31,  0.262, 327.76,  0.171, 323.06,  0.211, 318.46,  0.198, 332.92,  0.233, 310.65,  0.413, 311.76,  0.299, 302.84,  0.500, 313.05,-99.000, -99.00,  0.453, 269.37,-99.000, -99.00,  0.173,   1.32,  0.242, 300.80,-99.000, -99.00,-99.000, -99.00,
2/23/2008 07:00:00, 13.3,255.4, -0.5, -1.0, 26.265, 25.80,  0.0,  0.0,  0.136, 324.56,  0.152, 318.99,  0.187, 302.33,  0.193, 302.70,  0.211, 304.97,  0.205, 304.47,  0.200, 301.70,  0.214, 304.36,  0.205, 292.68,  0.226, 309.97,  0.247, 311.05,  0.228, 308.23,  0.241, 286.63,  0.243, 313.33,  0.272, 319.17,  0.330, 316.35,  0.285, 337.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.264,  38.69,  0.265, 295.21,-99.000, -99.00,-99.000, -99.00,
2/23/2008 08:00:00, 13.3,255.5, -0.5, -1.0, 26.291, 25.83,  0.0,  0.0,  0.100, 306.07,  0.104, 333.19,  0.135, 303.81,  0.117, 304.23,  0.144, 315.00,  0.154, 307.61,  0.213, 321.68,  0.181, 316.34,  0.182, 315.44,  0.142, 309.86,  0.141, 313.28,  0.105, 308.07,  0.117, 320.57,  0.126, 329.97,  0.226, 323.08,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.141, 151.06,  0.239, 207.10,  0.205, 291.44,-99.000, -99.00,-99.000, -99.00,
2/23/2008 09:00:00, 13.3,255.4, -0.5, -1.0, 26.321, 25.83,  0.0,  0.0,  0.058, 265.07,  0.042, 265.91,  0.033, 319.97,  0.047, 276.07,  0.079, 293.01,  0.092, 295.73,  0.102, 311.03,  0.051, 290.56,  0.127, 314.68,  0.104, 285.11,  0.109, 285.44,  0.165, 313.28,  0.085, 319.76,  0.086, 329.84,  0.149, 328.44,  0.235, 298.96,-99.000, -99.00,  0.056, 213.41,  0.295, 226.24,  0.099, 247.34,-99.000, -99.00,  0.194, 238.93,  0.241, 272.14,-99.000, -99.00,-99.000, -99.00,
2/23/2008 10:00:00, 13.3,255.4, -0.5, -1.0, 26.321, 25.84,  0.0,  0.0,  0.008, 352.87,  0.059, 208.30,  0.059, 221.55,  0.030, 246.04,  0.034, 256.37,  0.053, 245.38,  0.061, 281.31,  0.067, 240.36,  0.031, 215.75,  0.031, 256.87,  0.035,   1.64,  0.009, 122.01,  0.048, 261.53,  0.045, 318.58,  0.047,  50.19,  0.185, 281.25,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.412, 196.37,  0.246, 249.50,-99.000, -99.00,-99.000, -99.00,
2/23/2008 11:00:00, 13.3,255.4, -0.5, -1.0, 26.311, 25.89,  0.0,  0.0,  0.086, 192.75,  0.080, 197.53,  0.108, 182.12,  0.087, 184.60,  0.086, 196.13,  0.103, 192.95,  0.074, 208.30,  0.119, 188.20,  0.146, 183.92,  0.107, 189.11,  0.154, 202.91,  0.085, 212.57,  0.082, 247.17,  0.179, 215.02,  0.040, 108.89,  0.102, 203.05,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.162, 300.36,-99.000, -99.00,-99.000, -99.00,
2/23/2008 12:00:00, 13.3,255.5, -0.5, -1.0, 26.283, 25.90,  0.0,  0.0,  0.124, 197.85,  0.109, 187.91,  0.111, 204.95,  0.082, 187.73,  0.119, 180.00,  0.158, 199.92,  0.122, 185.66,  0.113, 182.03,  0.157, 193.24,  0.114, 191.11,  0.142, 180.00,  0.180, 203.57,  0.157, 167.91,  0.156, 196.81,  0.111, 200.07,  0.186, 128.90,  0.147, 146.09,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.089, 212.62,  0.203, 256.58,  0.097, 288.06,-99.000, -99.00,-99.000, -99.00,
2/23/2008 13:00:00, 13.3,255.4, -0.5, -1.0, 26.258, 25.91,  0.0,  0.0,  0.103, 200.36,  0.102, 198.26,  0.109, 182.10,  0.165, 194.71,  0.129, 195.33,  0.122, 187.53,  0.142, 194.23,  0.170, 205.51,  0.130, 206.96,  0.154, 181.49,  0.145, 196.81,  0.091, 210.21,  0.153, 208.07,  0.165, 231.88,  0.111, 188.28,  0.132, 283.09,-99.000, -99.00,-99.000, -99.00,  0.075, 140.39,-99.000, -99.00,  0.100, 203.50,  0.105, 173.42,  0.128, 241.43,-99.000, -99.00,-99.000, -99.00,
2/23/2008 14:00:00, 13.3,255.4, -0.5, -1.0, 26.234, 25.89,  0.0,  0.0,  0.090, 196.82,  0.120, 214.09,  0.123, 208.02,  0.116, 220.44,  0.087, 232.47,  0.105, 224.23,  0.088, 235.22,  0.032, 236.31,  0.111, 232.72,  0.127, 232.05,  0.101, 226.20,  0.092, 251.57,  0.096, 239.44,  0.123, 240.31,  0.223, 269.23,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.027,   6.34,  0.194, 283.75,-99.000, -99.00,-99.000, -99.00,
2/23/2008 15:00:00, 13.3,255.5, -0.5, -1.0, 26.217, 25.90,  0.0,  0.0,  0.047, 215.39,  0.076, 277.59,  0.094, 286.11,  0.106, 251.91,  0.075, 229.90,  0.116, 253.92,  0.113, 252.53,  0.115, 259.96,  0.079, 290.05,  0.023, 250.02,  0.101, 271.70,  0.070, 295.46,  0.148, 271.93,  0.201, 271.14,  0.063, 266.37,  0.081, 302.91,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.345, 294.71,-99.000, -99.00,-99.000, -99.00,
2/23/2008 16:00:00, 13.3,255.5, -0.5, -1.0, 26.208, 25.88,  0.0,  0.0,  0.045, 258.44,  0.083, 280.37,  0.154, 311.05,  0.143, 318.96,  0.164, 306.59,  0.138, 288.17,  0.153, 305.67,  0.180, 289.85,  0.135, 289.91,  0.146, 311.67,  0.188, 311.33,  0.204, 302.36,  0.239, 294.52,  0.156, 306.14,  0.276, 307.20,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.211, 265.64,  0.315, 296.16,-99.000, -99.00,-99.000, -99.00,
