DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(2.5m);Dir#1(2.5m);Speed#2(4.5m);Dir#2(4.5m);Speed#3(6.5m);Dir#3(6.5m);Speed#4(8.5m);Dir#4(8.5m);Speed#5(10.5m);Dir#5(10.5m);Speed#6(12.5m);Dir#6(12.5m);Speed#7(14.5m);Dir#7(14.5m);Speed#8(16.5m);Dir#8(16.5m);Speed#9(18.5m);Dir#9(18.5m);Speed#10(20.5m);Dir#10(20.5m);Speed#11(22.5m);Dir#11(22.5m);Speed#12(24.5m);Dir#12(24.5m);Speed#13(26.5m);Dir#13(26.5m);Speed#14(28.5m);Dir#14(28.5m);Speed#15(30.5m);Dir#15(30.5m);Speed#16(32.5m);Dir#16(32.5m);Speed#17(34.5m);Dir#17(34.5m);Speed#18(36.5m);Dir#18(36.5m);Speed#19(38.5m);Dir#19(38.5m);Speed#20(40.5m);Dir#20(40.5m);
1/17/2017 17:00:00; 11.8;296.9;-24.6; 21.2;  0.531; 28.94;    0;    0;  2.544; 217.45;  1.120; 119.36;  0.335;  55.69;  0.899; 111.88;  0.577;  94.57;  0.852; 233.92;  0.682;  68.67;  0.769;  77.30;  0.836;  96.87;  0.379; 273.48;  0.255; 200.63;  0.672;  76.48;  0.723;  76.73;  0.676; 244.04;  0.331; 259.03;  0.705;  57.10;  0.488;  10.62;  0.399; 189.37;  0.918; 149.41;  0.220; 104.73;
1/17/2017 18:00:00; 11.8;303.2; 24.4; 20.7;  0.507; 29.66;    0;    0;  0.172;  26.27;  0.704; 109.93;  0.621; 155.04;  1.233; 340.58;  0.504; 190.17;  0.129;  45.94;  0.146; 163.68;  1.062;  64.28;  1.033; 165.30;  1.224;  38.97;  0.862; 146.64;  1.411;  63.89;  0.342;  86.31;  0.868; 350.39;  0.672; 352.74;  0.155; 212.04;  0.098;  32.56;  0.061; 278.53;  0.405; 219.90;  0.632; 330.92;
1/17/2017 19:00:00; 11.8;226.5; 24.4; 20.5;  0.510; 28.90;    0;    0;  1.649; 282.08;  0.687; 218.32;  0.681; 145.96;  0.581;  98.21;  0.484; 349.29;  0.637; 335.53;  1.459; 335.28;  0.555;  15.04;  0.514; 255.59;  0.574; 302.78;  0.265;  16.45;  0.205; 298.19;  0.181; 324.90;  0.530; 263.72;  1.579; 110.08;  0.449;   5.24;  0.938; 257.44;  0.115;  35.48;  1.582;  22.68;  0.254; 355.71;
1/17/2017 20:00:00; 11.8;186.0; 28.9;-36.7;  0.573; 26.85;    0;    0;  0.129; 218.38;  0.343; 179.67;  0.684;  80.40;  0.879;  14.62;  1.439;  50.67;  1.040;  21.19;  0.919; 317.60;  1.319;  98.28;  1.130; 153.28;  0.423; 112.93;  0.824; 128.40;  0.585;  27.05;  0.210; 265.62;  0.359;  74.49;  0.422;  12.88;  0.433; 122.74;  0.814; 116.97;  1.151;  93.19;  1.288;  11.06;  0.629; 333.48;
1/17/2017 21:00:00; 11.8;118.5; -1.3;  2.5; 41.394; 26.47;    0;    0;  0.116; 176.55;  0.091; 203.20;  0.076;  87.74;  0.031;  78.69;  0.029; 125.31;  0.037; 337.62;  0.048;  98.47;  0.008;  90.00;  0.043; 190.78;  0.010; 233.13;  0.004; 104.04;  0.022; 329.93;  0.050; 252.65;  0.044; 268.70;  0.017; 186.71;  0.058; 105.00;  0.023; 145.62;  0.268; 178.50;  0.611; 189.14;  0.811; 202.23;
1/17/2017 22:00:00; 11.8;118.2; -1.2;  2.3; 41.380; 26.54;    0;    0;  0.044; 180.00;  0.041; 318.95;  0.049;   8.13;  0.086; 341.77;  0.107; 320.33;  0.067; 310.79;  0.057; 297.01;  0.120; 264.24;  0.114; 311.80;  0.162; 289.11;  0.171; 278.08;  0.160; 310.17;  0.156; 296.73;  0.158; 297.54;  0.135; 312.90;  0.137; 302.76;  0.115; 243.66;  0.147; 207.09;  0.556; 198.01;  0.731; 202.11;
1/17/2017 23:00:00; 11.8;118.4; -1.2;  2.3; 41.363; 26.52;    0;    0;  0.027; 338.20;  0.114; 331.63;  0.170;   1.35;  0.167; 339.72;  0.171; 336.27;  0.174; 328.41;  0.174; 339.17;  0.173; 337.15;  0.144; 330.95;  0.132; 348.18;  0.143; 342.07;  0.139;   3.70;  0.130; 357.36;  0.140; 350.13;  0.136; 357.89;  0.140; 331.78;  0.084; 297.79;  0.084; 213.31;  0.553; 216.77;  0.649; 218.74;
1/18/2017 00:00:00; 11.8;118.4; -1.2;  2.3; 41.367; 26.52;    0;    0;  0.078; 332.45;  0.081;  20.89;  0.201; 357.15;  0.223; 353.83;  0.165;   1.39;  0.190;   0.90;  0.206;   1.67;  0.226; 352.87;  0.198;   1.45;  0.188; 357.87;  0.215; 349.53;  0.224; 350.24;  0.237; 338.96;  0.215; 340.47;  0.172;   5.35;  0.182; 359.37;  0.210; 353.72;  0.083; 198.22;  0.486; 214.28;  0.656; 226.36;
1/18/2017 01:00:00; 11.8;118.3; -1.2;  2.3; 41.364; 26.52;    0;    0;  0.154;   7.82;  0.118;  10.74;  0.197; 357.67;  0.160; 349.18;  0.212;   8.97;  0.205; 356.37;  0.194; 353.79;  0.242; 340.97;  0.247; 355.12;  0.210; 347.62;  0.205; 341.48;  0.219; 339.17;  0.152; 352.08;  0.103; 284.04;  0.140; 332.89;  0.233; 339.70;  0.205; 317.37;  0.150; 291.09;  0.449; 195.89;  0.586; 216.81;
1/18/2017 02:00:00; 11.8;118.5; -1.2;  2.3; 41.374; 26.52;    0;    0;  0.041; 358.60;  0.084;   0.00;  0.136; 352.82;  0.221; 351.14;  0.228; 355.22;  0.199;   4.33;  0.219;   8.65;  0.179; 357.44;  0.202; 358.30;  0.215;   3.73;  0.250; 345.41;  0.227; 345.72;  0.236;   2.67;  0.206; 357.50;  0.235;   0.49;  0.292; 357.26;  0.118; 354.63;  0.096; 235.15;  0.452; 201.97;  0.626; 216.89;
