DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),
8/23/2008 13:00:00, 11.8,166.0,  5.2, -0.8, 16.898, 29.35,  0.0,  0.0,  0.024,  70.82,  0.046, 106.46,  0.056,  91.02,  0.050, 233.13,  0.031, 262.65,  0.018,  26.57,  0.081, 134.50,  0.047, 182.44,  0.027, 331.56,  0.052,  36.43,  0.057, 281.11,  0.045, 279.04,  0.007, 270.00,  0.123, 206.98,-99.000, -99.00,
8/23/2008 14:00:00, 11.8,165.9,  5.2, -0.8, 16.933, 29.36,  0.0,  0.0,  0.024,  14.62,  0.022, 108.43,  0.020, 339.78,  0.038,   1.51,  0.039, 255.26,  0.031, 168.69,  0.008, 262.87,  0.070, 355.10,  0.037,  67.62,  0.069,  90.00,  0.057, 118.37,  0.025, 161.57,  0.031, 132.40,  0.079, 216.72,-99.000, -99.00,
8/23/2008 15:00:00, 11.8,166.2,  5.2, -0.8, 16.939, 29.38,  0.0,  0.0,  0.120, 263.29,  0.056, 138.62,  0.057, 294.78,  0.060, 200.56,  0.046, 206.00,  0.050, 220.97,  0.075, 227.16,  0.046, 353.80,  0.033,  38.93,  0.010,  90.00,  0.025,  83.16,  0.058, 101.89,  0.044, 124.78,  0.096, 214.35,-99.000, -99.00,
8/23/2008 16:00:00, 11.8,165.9,  5.2, -0.8, 16.925, 29.39,  0.0,  0.0,  0.066, 192.15,  0.051, 229.76,  0.050, 143.13,  0.019, 261.03,  0.033, 301.26,  0.058, 259.08,  0.055, 284.80,  0.007, 213.69,  0.040, 175.71,  0.026, 182.20,  0.046, 163.54,  0.028, 157.07,  0.035, 183.27,  0.100, 222.16,-99.000, -99.00,
8/23/2008 17:00:00, 11.8,166.1,  5.2, -0.8, 16.929, 29.35,  0.0,  0.0,  0.058,  34.51,  0.062,  26.98,  0.023,  19.98,  0.033,  90.00,  0.046, 166.26,  0.020, 143.13,  0.020, 272.86,  0.067, 194.66,  0.099, 175.96,  0.013, 102.99,  0.036, 125.91,  0.040, 110.73,  0.025, 131.82,  0.126, 230.49,-99.000, -99.00,
8/23/2008 18:00:00, 11.8,165.8,  5.2, -0.8, 16.884, 29.35,  0.0,  0.0,  0.064, 141.34,  0.050, 162.65,  0.014, 180.00,  0.048, 187.13,  0.036, 164.05,  0.068, 162.90,  0.018, 333.43,  0.017, 324.46,  0.039, 115.91,  0.044, 112.52,  0.029, 102.09,  0.040, 203.39,  0.055, 230.19,  0.098, 238.74,-99.000, -99.00,
8/23/2008 19:00:00, 11.8,165.9,  5.2, -0.7, 16.870, 29.33,  0.0,  0.0,  0.007, 164.05,  0.045, 275.08,  0.031, 218.37,  0.013, 261.25,  0.066,  96.91,  0.014,  30.26,  0.021, 270.00,  0.024, 177.61,  0.043,  66.97,  0.023, 113.20,  0.035, 255.17,  0.042, 225.97,  0.052, 148.47,  0.116, 200.15,-99.000, -99.00,
8/23/2008 20:00:00, 11.8,165.8,  5.2, -0.8, 16.833, 29.34,  0.0,  0.0,  0.047, 356.35,  0.045,  53.13,  0.045,  60.57,  0.043,  13.39,  0.071,  90.00,  0.055, 126.87,  0.075, 153.78,  0.051, 156.95,  0.073, 151.33,  0.091, 163.97,  0.059, 137.07,  0.016, 227.49,  0.031, 187.35,  0.086, 242.24,-99.000, -99.00,
8/23/2008 21:00:00, 11.8,165.8,  5.2, -0.8, 16.824, 29.34,  0.0,  0.0,  0.043,  79.22,  0.025,  78.69,  0.091, 151.19,  0.058, 145.49,  0.034, 105.26,  0.096, 157.98,  0.144, 152.37,  0.112, 139.34,  0.080, 143.13,  0.064, 149.04,  0.083, 143.82,  0.026, 152.45,  0.002,  63.43,  0.143, 237.31,-99.000, -99.00,
8/23/2008 22:00:00, 11.8,165.8,  5.2, -0.7, 16.809, 29.31,  0.0,  0.0,  0.034, 178.32,  0.082, 157.81,  0.054, 126.03,  0.108, 112.29,  0.072, 126.55,  0.135, 154.96,  0.092, 117.96,  0.096, 132.03,  0.085, 140.71,  0.064, 162.70,  0.106, 175.15,  0.098, 174.11,  0.066, 171.25,  0.154, 219.47,-99.000, -99.00,
8/23/2008 23:00:00, 11.8,165.8,  5.2, -0.8, 16.799, 29.31,  0.0,  0.0,  0.093, 258.21,  0.028, 237.99,  0.008,   0.00,  0.052,  86.70,  0.067,  92.56,  0.105, 158.10,  0.098, 128.39,  0.051, 102.41,  0.055, 165.20,  0.082, 160.02,  0.078, 115.91,  0.053, 138.81,  0.022, 190.30,  0.125, 229.20,-99.000, -99.00,
8/24/2008 00:00:00, 11.8,165.8,  5.2, -0.8, 16.771, 29.30,  0.0,  0.0,  0.024, 225.00,  0.027, 274.24,  0.021, 165.96,  0.050, 133.36,  0.004, 153.43,  0.022, 122.28,  0.026, 150.52,  0.089, 143.26,  0.101, 126.53,  0.080, 122.69,  0.069, 160.51,  0.064, 141.34,  0.104, 149.98,  0.146, 205.16,-99.000, -99.00,
8/24/2008 01:00:00, 11.8,165.8,  5.2, -0.8, 16.754, 29.30,  0.0,  0.0,  0.063, 220.50,  0.077, 343.44,  0.030, 143.13,  0.056, 154.80,  0.011,  74.74,  0.019, 117.90,  0.120, 132.98,  0.107, 169.22,  0.089, 136.82,  0.066, 126.35,  0.128, 163.69,  0.092, 177.51,  0.038, 204.57,  0.170, 217.61,-99.000, -99.00,
8/24/2008 02:00:00, 11.8,165.9,  5.2, -0.8, 16.732, 29.27,  0.0,  0.0,  0.020,  45.00,  0.019, 321.34,  0.091, 137.68,  0.030, 132.27,  0.062, 202.83,  0.033, 147.26,  0.024,  97.13,  0.047, 103.45,  0.052,  45.00,  0.051, 175.52,  0.062, 198.73,  0.033, 156.57,  0.066, 122.01,  0.095, 189.07,-99.000, -99.00,
8/24/2008 03:00:00, 11.8,165.8,  5.2, -0.8, 16.714, 29.26,  0.0,  0.0,  0.020, 345.26,  0.047,  12.26,  0.014,  98.13,  0.068, 168.20,  0.078, 123.49,  0.026,  10.89,  0.036,  82.09,  0.040,  47.05,  0.085, 109.93,  0.034,  30.38,  0.040,  41.99,  0.065, 118.54,  0.087, 103.24,  0.057, 234.34,-99.000, -99.00,
8/24/2008 04:00:00, 11.8,165.8,  5.2, -0.7, 16.674, 29.26,  0.0,  0.0,  0.018, 303.69,  0.047,  61.78,  0.081,  64.38,  0.057,  47.12,  0.068,  63.81,  0.034,  47.39,  0.051,  65.46,  0.062,  14.04,  0.004, 180.00,  0.018, 130.60,  0.029, 146.31,  0.065, 125.64,  0.061, 127.63,  0.121, 220.96,-99.000, -99.00,
8/24/2008 05:00:00, 11.8,165.8,  5.2, -0.8, 16.665, 29.25,  0.0,  0.0,  0.015, 143.13,  0.064,  59.81,  0.075,  61.39,  0.029,  33.69,  0.060, 117.85,  0.061, 100.39,  0.072, 116.57,  0.025,  48.18,  0.018, 206.57,  0.070,  95.71,  0.029, 155.22,  0.035, 190.01,  0.052, 100.01,  0.132, 235.47,-99.000, -99.00,
8/24/2008 06:00:00, 11.8,165.8,  5.2, -0.7, 16.637, 29.25,  0.0,  0.0,  0.016,  86.42,  0.089,  82.23,  0.057,   7.00,  0.106,  37.73,  0.054,  77.24,  0.025,  58.24,  0.082, 355.82,  0.038,  19.86,  0.037, 112.38,  0.071,  47.29,  0.071, 289.71,  0.055, 285.80,  0.052, 316.55,  0.116, 229.18,-99.000, -99.00,
