DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m)
5/16/2007 2:00,11.4,142.7,4,-6.5,16.711,28.5,0,0,0.06,203.57,0.006,108.43,0.035,208.74,0.016,124.7,0.008,230.19,0.066,216.35,0.039,175.6,0.039,147.53,0.07,262.57,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 3:00,11.4,142.8,4,-6.5,16.675,28.46,0,0,0.01,180,0.087,186.63,0.114,235.34,0.072,181.59,0.07,170.13,0.065,211.72,0.056,214.82,0.039,256.68,0.045,191.56,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 4:00,11.4,142.7,4,-6.5,16.657,28.46,0,0,0.043,178.67,0.084,224.52,0.052,187.67,0.064,207.76,0.041,157.17,0.031,181.85,0.049,224.17,0.037,167.47,0.027,79.51,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 5:00,11.4,142.7,4,-6.5,16.651,28.44,0,0,0.077,198.9,0.06,209.15,0.045,195.59,0.06,180.95,0.048,194.62,0.077,174.81,0.039,202.62,0.038,186.01,0.018,315,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 6:00,11.4,142.6,4,-6.5,16.65,28.44,0,0,0.042,96.79,0.038,154.8,0.089,186.48,0.056,245.73,0.064,198.15,0.088,199.26,0.045,235.95,0.02,243.43,0.031,286.7,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 7:00,11.4,142.6,4,-6.5,16.652,28.46,0,0,0.066,245.77,0.029,270,0.032,241.82,0.013,333.43,0.015,273.81,0.022,212.28,0.043,221.19,0.021,226.97,0.141,0,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 8:00,11.4,142.6,4,-6.5,16.622,28.46,0,0,0.047,161.57,0.026,155.38,0.031,255.07,0.028,160.91,0.051,182.25,0.04,214.88,0.037,207.26,0.011,0,0.115,353.99,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 9:00,11.4,142.7,4,-6.5,16.598,28.44,0,0,0.011,296.57,0.018,183.18,0.037,192.53,0.04,202.07,0.052,248.4,0.045,285.59,0.024,304.99,0.012,109.98,0.118,348.79,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 10:00,11.3,142.6,4,-6.5,16.567,28.45,0,0,0.052,217.97,0.055,184.16,0.035,171.87,0.012,340.02,0.017,180,0.024,192.26,0.012,235.01,0.016,232.43,0.132,11.4,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 11:00,11.3,142.7,4,-6.5,16.53,28.47,0,0,0.077,125.97,0.079,140.66,0.042,149.74,0.041,75.96,0.028,297.47,0.034,268.32,0.024,180,0.022,352.23,0.167,351.38,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 12:00,11.3,142.6,4,-6.5,16.505,28.36,0,0,0.05,122.74,0.031,153.43,0.011,84.81,0.011,285.26,0.038,163.01,0.022,239.93,0.056,257.69,0.009,0,0.106,341.22,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 13:00,11.3,142.6,4,-6.5,16.486,28.39,0,0,0.031,206.57,0.048,170.34,0.03,137.73,0.039,214.51,0.052,132.65,0.016,140.19,0.018,282.53,0.016,288.43,0.143,11.7,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 14:00,11.3,142.7,4,-6.5,16.493,28.41,0,0,0.021,90,0.054,25.14,0.026,100.89,0.044,165.65,0.031,193.13,0.04,159.78,0.029,210.96,0.006,59.04,0.136,10.15,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 15:00,11.3,142.8,4,-6.5,16.523,28.43,0,0,0.063,110.45,0.041,38,0.021,340.71,0.012,80.54,0.028,199.09,0.069,149.74,0.061,169.61,0.03,230.44,0.095,35.54,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 16:00,11.3,142.7,4,-6.5,16.578,28.43,0,0,0.015,293.2,0.027,156.25,0.027,171.57,0.016,307.57,0.009,206.57,0.046,182.49,0.037,202.38,0.026,195.64,0.037,11,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 17:00,11.3,142.8,4,-6.5,16.647,28.43,0,0,0.028,171.87,0.035,70.02,0.001,90,0.009,198.43,0.047,171.35,0.026,190.89,0.025,189.09,0.005,338.2,0.04,277.13,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 18:00,11.3,142.8,4,-6.5,16.722,28.43,0,0,0.045,112.04,0.022,326.31,0.027,208.44,0.044,212.97,0.037,183.09,0.054,183.18,0.023,195.26,0.014,230.71,0.045,245.14,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 19:00,11.3,142.7,4,-6.5,16.803,28.42,0,0,0.064,59.04,0.059,345.26,0.036,117.98,0.03,76.43,0.042,106.7,0.063,156.68,0.094,155.35,0.05,200.96,0.055,244.36,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 20:00,11.3,142.7,4,-6.5,16.872,28.4,0,0,0.018,137.29,0.025,258.23,0.029,189.78,0.017,293.63,0.021,52.59,0.029,75.96,0.046,100.08,0.037,59.3,0.032,347.28,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 21:00,11.3,142.7,4,-6.5,16.912,28.4,0,0,0.037,62.74,0.034,91.68,0.016,86.42,0.023,45,0.03,212.62,0.053,177.84,0.029,236.31,0.033,183.47,0.029,273.95,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 22:00,11.3,142.8,4,-6.5,16.928,28.38,0,0,0.044,349.46,0.036,62.02,0.032,100.95,0.015,11.31,0.013,45,0.006,315,0.016,227.49,0.061,200.22,0.06,128.21,-99,-99,-99,-99,-99,-99,-99,-99
5/16/2007 23:00,11.3,142.6,4,-6.5,16.911,28.37,0,0,0.034,127.87,0.004,326.31,0.06,358.09,0.026,186.58,0.016,338.2,0.005,323.13,0.017,176.63,0.022,159.15,0.023,239.04,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 0:00,11.3,142.7,4,-6.5,16.875,28.36,0,0,0.036,243.43,0.095,197.86,0.02,162.47,0.03,193.57,0.014,33.69,0.011,264.81,0.01,253.3,0.001,270,0.078,329.8,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 1:00,11.3,142.6,4,-6.5,16.812,28.35,0,0,0.043,189.46,0.045,225.91,0.048,208.71,0.054,244.86,0.048,251.94,0.066,220.7,0.074,208.98,0.032,209.74,0.032,209.74,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 2:00,11.3,142.6,4,-6.5,16.763,28.34,0,0,0.027,267.88,0.038,208.61,0.053,186.46,0.016,270,0.033,261.38,0.012,214.99,0.029,202.17,0.022,267.4,0.039,233.43,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 3:00,11.3,142.6,4,-6.5,16.701,28.34,0,0,0.024,221.63,0.078,210.84,0.052,194.57,0.063,263.66,0.025,248.63,0.044,273.9,0.04,180,0.022,39.47,0.028,161.57,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 4:00,11.3,142.6,4,-6.5,16.663,28.34,0,0,0.004,116.57,0.04,280.18,0.021,225,0.051,193.5,0.036,200.92,0.021,148.57,0.028,161.57,0.052,254.36,0.052,210.02,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 5:00,11.3,142.6,4,-6.5,16.636,28.34,0,0,0.05,228.27,0.027,272.12,0.018,180,0.046,110.41,0.047,143.62,0.043,174.69,0.055,195.8,0.057,163.78,0.085,241.34,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 6:00,11.3,142.6,4,-6.5,16.628,28.32,0,0,0.05,191.53,0.026,125.54,0.035,253.61,0.027,216.03,0.014,225,0.036,168.69,0.035,132.71,0.016,145.3,0.098,356.5,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 7:00,11.3,142.7,4,-6.5,16.617,28.31,0,0,0.019,341.57,0.038,273.01,0.031,250.97,0.03,66.04,0.02,147.09,0.042,188.13,0.072,231.22,0.007,344.05,0.098,22.89,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 8:00,11.3,142.6,4,-6.5,16.599,28.3,0,0,0.045,312.27,0.014,342.9,0.019,227.12,0.032,321.34,0.04,349.82,0.037,45,0.051,51.34,0.025,87.71,0.117,2.94,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 9:00,11.3,142.6,4,-6.5,16.584,28.27,0,0,0.01,73.3,0.002,153.43,0.05,241.39,0.055,210.78,0.043,132.18,0.034,174.96,0.029,165.96,0.027,151.56,0.152,5.3,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 10:00,11.3,142.7,4,-6.5,16.561,28.31,0,0,0.024,292.25,0.016,315,0.017,287.35,0.039,214.51,0.028,196.5,0.026,142.7,0.011,275.19,0.018,141.84,0.105,31.72,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 11:00,11.3,142.6,4,-6.5,16.546,28.36,0,0,0.005,90,0.047,261.35,0.034,181.68,0.011,158.2,0.036,24.44,0.007,254.05,0.035,223.83,0.021,221.19,0.124,16.83,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 12:00,11.3,142.7,4,-6.5,16.519,28.38,0,0,0.052,254.36,0.02,182.86,0.035,158.5,0.022,357.4,0.038,213.27,0.064,237.8,0.026,294.62,0.023,257.2,0.133,358.28,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 13:00,11.3,142.7,4,-6.5,16.492,28.4,0,0,0.045,156.3,0.001,270,0.043,107.59,0.011,90,0.028,186.12,0.055,173.77,0.017,162.65,0.005,216.87,0.123,307.71,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 14:00,11.3,142.7,4,-6.5,16.476,28.42,0,0,0.034,35.54,0.047,242.35,0.025,136.64,0.029,282.09,0.015,208.3,0.051,147.88,0.025,146.31,0.016,194.04,0.106,349.65,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 15:00,11.3,142.7,4,-6.5,16.494,28.43,0,0,0.039,98.75,0.021,67.17,0.011,354.81,0.031,225,0.046,204.34,0.038,190.71,0.04,209.74,0.062,228.9,0.123,0.47,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 16:00,11.3,142.8,4,-6.5,16.512,28.44,0,0,0.015,180,0.036,170.54,0.027,301.33,0.022,239.93,0.02,182.86,0.032,187.13,0.028,165.47,0.02,165.26,0.12,16.93,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 17:00,11.3,142.8,4,-6.5,16.587,28.44,0,0,0.034,209.54,0.056,199.72,0.031,271.85,0.035,219.17,0.044,180,0.057,187,0.055,176.88,0.017,120.96,0.185,344.01,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 18:00,11.3,142.6,4,-6.5,16.656,28.41,0,0,0.025,28.61,0.036,236.31,0.026,276.58,0.012,300.96,0.005,248.2,0.049,220.86,0.077,223.42,0.06,220.91,0.017,273.37,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 19:00,11.3,142.6,4,-6.5,16.727,28.42,0,0,0.054,287.1,0.074,241.02,0.019,218.66,0.04,184.29,0.049,178.83,0.025,182.29,0.071,129.29,0.059,163.39,0.017,259.99,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 20:00,11.3,142.7,4,-6.5,16.812,28.45,0,0,0.034,210.38,0.018,263.66,0.044,198.43,0.033,192.34,0.025,244.44,0.029,277.85,0.016,127.57,0.001,90,0.019,317.12,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 21:00,11.3,142.8,4,-6.5,16.883,28.46,0,0,0.038,140.39,0.016,116.57,0.084,162,0.03,156.04,0.009,192.53,0.008,203.2,0.028,227.86,0.009,0,0.019,323.75,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 22:00,11.3,142.7,4,-6.5,16.896,28.46,0,0,0.024,297.65,0.004,194.04,0.007,270,0.02,296.57,0.009,327.99,0.03,207.41,0.037,233.75,0.059,270.97,0.087,313.6,-99,-99,-99,-99,-99,-99,-99,-99
5/17/2007 23:00,11.3,142.7,4,-6.5,16.916,28.45,0,0,0.053,104.3,0.019,180,0.051,45,0.018,96.34,0.02,342.47,0.017,331.93,0.002,243.43,0.026,217.3,0.002,116.57,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 0:00,11.3,142.6,4,-6.5,16.902,28.42,0,0,0.054,302.23,0.025,198.43,0.008,180,0.055,218.33,0.035,136.17,0.026,83.42,0.015,160.35,0.023,160.02,0.064,17.3,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 1:00,11.3,142.7,4,-6.5,16.856,28.38,0,0,0.051,271.12,0.038,307.48,0.044,304.78,0.028,307.69,0.019,334.8,0.013,167.01,0.02,11.31,0.021,316.97,0.084,351.1,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 2:00,11.3,142.7,4,-6.5,16.8,28.34,0,0,0.067,295.8,0.006,45,0.028,149.74,0.034,200.56,0.017,180,0.023,90,0.046,175.03,0.05,185.71,0.047,27.65,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 3:00,11.3,142.6,4,-6.5,16.742,28.33,0,0,0.056,212.55,0.034,254.74,0.029,240.75,0.075,213.06,0.031,240.95,0.042,210.26,0.019,214.51,0.018,9.46,0.093,339.81,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 4:00,11.3,142.7,4,-6.5,16.697,28.32,0,0,0.076,168.69,0.081,155.03,0.058,313.6,0.034,188.37,0.028,248.96,0.025,211.76,0.033,228.65,0.026,226.55,0.084,333.74,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 5:00,11.3,142.6,4,-6.5,16.656,28.31,0,0,0.041,147.85,0.057,142.13,0.05,205.02,0.07,141.98,0.046,139.4,0.087,141.03,0.086,150.75,0.044,162.8,0.113,322.21,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 6:00,11.3,142.7,4,-6.5,16.629,28.3,0,0,0.029,197.82,0.062,270,0.037,233.75,0.052,210.02,0.048,204.44,0.067,240.36,0.033,188.62,0.085,228.81,0.107,327.94,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 7:00,11.3,142.6,4,-6.5,16.613,28.3,0,0,0.063,239.35,0.077,287.27,0.03,279.46,0.022,215.84,0.027,180,0.03,248.55,0.014,184.09,0.032,294.15,0.127,339.71,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 8:00,11.3,142.6,4,-6.5,16.588,28.32,0,0,0.039,255.26,0.01,16.7,0.007,146.31,0.018,222.71,0.015,86.19,0.025,357.71,0.039,234.29,0.023,344.74,0.027,19.8,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 9:00,11.3,142.6,4,-6.5,16.561,28.35,0,0,0.053,50.33,0.016,320.19,0.019,214.51,0.018,247.62,0.012,160.02,0.007,171.87,0.022,195.95,0.039,280.44,0.021,67.17,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 10:00,11.3,142.6,4,-6.5,16.543,28.35,0,0,0.014,65.22,0.028,94.09,0.041,147.85,0.015,118.3,0,0,0.007,171.87,0.023,277.43,0.041,210.96,0.115,1.99,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 11:00,11.3,142.6,4,-6.5,16.515,28.34,0,0,0.009,167.47,0.023,99.87,0.021,79.22,0.022,262.23,0.015,36.87,0.007,8.13,0.014,94.09,0.038,236.73,0.134,347.94,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 12:00,11.3,142.7,4,-6.5,16.487,28.35,0,0,0.073,111.66,0.043,162.41,0.003,90,0.01,5.71,0.005,180,0.018,229.4,0.014,315,0.019,38.66,0.132,16.78,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 13:00,11.3,142.7,4,-6.5,16.457,28.37,0,0,0.046,158.43,0.075,221.76,0.047,309.81,0.018,119.36,0.045,135,0.003,270,0.046,306.12,0.027,311.99,0.222,359.48,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 14:00,11.3,142.7,4,-6.5,16.44,28.41,0,0,0.057,229.94,0.044,172.23,0.037,231.58,0.028,147.99,0.008,90,0.014,102.09,0.023,289.98,0.016,124.7,0.116,344.05,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 15:00,11.3,142.7,4,-6.5,16.44,28.43,0,0,0.004,90,0.05,270,0.042,65.9,0.038,105.12,0.044,112.52,0.031,137.6,0.039,133.96,0.003,251.57,0.154,39.47,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 16:00,11.3,142.6,4,-6.5,16.459,28.45,0,0,0.041,345.96,0.067,232.28,0.018,250.56,0.023,195.26,0.059,242.56,0.056,194.53,0.018,167.47,0.004,296.57,0.074,14.04,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 17:00,11.3,142.6,4,-6.5,16.499,28.46,0,0,0.049,216.63,0.016,158.2,0.001,90,0.011,15.26,0.068,259.85,0.021,205.35,0.028,207.47,0.013,251.57,0.112,359.49,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 18:00,11.3,142.8,4,-6.5,16.567,28.45,0,0,0.025,276.84,0.07,236.08,0.057,235.75,0.039,211.22,0.06,185.71,0.059,213.96,0.046,220.6,0.044,305.84,0.131,15.52,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 19:00,11.3,142.6,4,-6.5,16.63,28.45,0,0,0.038,283.67,0.059,186.77,0.044,244.59,0.047,214.7,0.07,215.06,0.042,153.43,0.03,203.96,0.053,141.84,0.084,16.7,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 20:00,11.3,142.7,4,-6.5,16.697,28.45,0,0,0.033,122.74,0.001,0,0.05,202.44,0.036,236.31,0.033,215.13,0.035,274.9,0.042,236.69,0.039,234.29,0.033,313.78,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 21:00,11.3,142.7,4,-6.5,16.772,28.46,0,0,0.018,296.57,0.012,274.76,0.019,154.8,0.064,245.85,0.038,266.99,0.012,0,0.002,243.43,0.024,202.25,0.033,27.35,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 22:00,11.3,142.7,4,-6.5,16.829,28.46,0,0,0.03,222.27,0.037,124.99,0.01,135,0.035,145.41,0.013,327.53,0.027,121.33,0.04,119.74,0.026,127.3,0.03,5.71,-99,-99,-99,-99,-99,-99,-99,-99
5/18/2007 23:00,11.3,142.7,4,-6.5,16.861,28.42,0,0,0.051,97.82,0.03,330.02,0.017,120.96,0.023,285.26,0.045,321.34,0.021,109.29,0.015,222.27,0.012,210.96,0.021,354.56,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 0:00,11.3,142.6,4,-6.5,16.863,28.39,0,0,0.081,0.71,0.026,96.58,0.044,131.31,0.026,49.64,0.036,215.91,0.006,108.43,0.028,77.47,0.06,93.81,0.011,275.19,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 1:00,11.3,142.6,4,-6.5,16.833,28.39,0,0,0.041,330.95,0.037,271.55,0.002,180,0.006,170.54,0.04,140.01,0.02,110.22,0.023,25.46,0.026,319.64,0.013,270,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 2:00,11.3,142.6,4,-6.5,16.803,28.37,0,0,0.034,312.61,0.011,146.31,0.032,330.26,0.01,45,0.023,309.81,0.017,295.02,0.02,149.53,0.031,239.35,0.025,301.76,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 3:00,11.3,142.7,4,-6.5,16.755,28.36,0,0,0.006,99.46,0.04,162.47,0.043,120.74,0.029,194.04,0.021,180,0.029,266.05,0.009,144.46,0.015,132.27,0.025,298.61,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 4:00,11.3,142.6,4,-6.5,16.697,28.36,0,0,0.032,188.88,0.033,252.12,0.025,251.57,0.04,290.22,0.055,295.64,0.041,284.04,0.01,135,0.024,286.93,0.079,6.58,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 5:00,11.3,142.7,4,-6.5,16.665,28.36,0,0,0.031,180,0.03,199.65,0.048,146.98,0.052,133.45,0.034,181.68,0.025,94.57,0.032,194.47,0.026,195.64,0.114,8.06,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 6:00,11.3,142.6,4,-6.5,16.628,28.36,0,0,0.021,253.3,0.012,228.37,0.03,174.29,0.015,187.59,0.076,189.09,0.059,198.74,0.026,190.89,0.022,149.93,0.154,359.63,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 7:00,11.3,142.7,4,-6.5,16.612,28.36,0,0,0.025,208.61,0.034,270,0.025,272.29,0.041,264.43,0.012,149.04,0.034,275.04,0.021,182.73,0.013,77.01,0.113,40.33,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 8:00,11.3,142.6,4,-6.5,16.596,28.34,0,0,0.018,340.56,0.064,204.15,0.056,152.53,0.013,151.39,0.019,180,0.028,111.04,0.009,180,0.009,200.56,0.063,333.43,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 9:00,11.3,142.7,4,-6.5,16.591,28.36,0,0,0.021,253.3,0.054,228.01,0.032,236.31,0.024,180,0.021,119.05,0.042,177.27,0.034,211.83,0.012,48.37,0.098,21.58,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 10:00,11.3,142.3,3.9,-6.5,16.557,28.39,0,0,0.012,204.44,0.039,196.56,0.029,33.69,0.036,301.5,0.046,232.13,0.008,219.81,0.033,167.66,0.052,226.55,0.043,347.91,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 11:00,11.3,142.3,3.9,-6.5,16.534,28.43,0,0,0.007,123.69,0.019,78.11,0.029,308.05,0.029,30.96,0.038,85.49,0.001,180,0.031,279.16,0.03,298.3,0.154,350.66,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 12:00,11.3,142.4,4,-6.5,16.517,28.44,0,0,0.067,200.06,0.025,154.44,0.057,102.09,0.02,101.31,0.016,165.07,0.03,132.27,0.037,277.7,0.034,137.39,0.115,22.54,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 13:00,11.3,142.5,3.9,-6.5,16.496,28.43,0,0,0.029,14.04,0.029,123.69,0.028,96.12,0.01,354.29,0.017,144.46,0.031,137.6,0.026,166.5,0.012,228.37,0.114,2.51,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 14:00,11.3,142.5,4,-6.5,16.468,28.42,0,0,0.009,125.54,0.016,349.38,0.027,342.9,0.036,348.69,0,0,0.013,184.4,0.023,195.26,0.028,108.43,0.162,28.78,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 15:00,11.3,142.5,3.9,-6.5,16.463,28.42,0,0,0.042,171.87,0.023,214.38,0.02,270,0.035,226.17,0.052,152.45,0.016,169.38,0.012,149.04,0.005,180,0.091,335.4,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 16:00,11.3,142.4,4,-6.5,16.472,28.42,0,0,0.032,190.95,0.016,259.38,0.059,233.33,0.041,143.97,0.015,222.27,0.028,276.12,0.031,294.9,0.025,310.1,0.178,30.3,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 17:00,11.3,142.4,4,-6.5,16.479,28.43,0,0,0.024,240.26,0.042,253.3,0.003,341.57,0.029,84.09,0.047,167.74,0.066,208.12,0.036,254.05,0.056,156.67,0.082,357.21,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 18:00,11.3,142.3,4,-6.5,16.541,28.43,0,0,0.015,323.13,0.017,283.24,0.037,235.89,0.017,110.56,0.035,233.13,0.025,270,0.036,195.95,0.031,149.35,0.133,353.95,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 19:00,11.3,142.4,3.9,-6.5,16.605,28.42,0,0,0.047,240.71,0.021,135,0.014,261.87,0.024,274.76,0.066,244.98,0.086,257.25,0.096,239.96,0.04,209.74,0.103,330.19,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 20:00,11.3,142.3,3.9,-6.5,16.676,28.43,0,0,0.053,240.52,0.034,183.37,0.04,228.01,0.065,257.47,0.041,240.95,0.056,270,0.036,237.65,0.039,253.44,0.047,256.55,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 21:00,11.3,142.4,3.9,-6.5,16.752,28.45,0,0,0.049,143.37,0.015,241.7,0.054,183.18,0.052,230.48,0.038,171.03,0.069,190.01,0.092,184.35,0.041,207.82,0.045,246.3,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 22:00,11.3,142.3,3.9,-6.5,16.808,28.49,0,0,0.046,259.92,0.04,188.53,0.037,244.13,0.051,250.5,0.043,200.56,0.013,231.34,0.025,248.63,0.041,223.03,0.05,227.42,-99,-99,-99,-99,-99,-99,-99,-99
5/19/2007 23:00,11.3,142.4,4,-6.5,16.853,28.46,0,0,0.048,198.06,0.033,139.97,0.013,167.01,0.049,171.7,0.049,162.3,0.051,176.63,0.029,229.18,0.021,238.57,0.092,268.75,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 0:00,11.3,142.4,3.9,-6.5,16.872,28.45,0,0,0.043,300.74,0.008,277.13,0.039,111.25,0.017,130.24,0.021,232.59,0.024,318.37,0.003,90,0.008,352.87,0.072,280.38,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 1:00,11.3,142.4,3.9,-6.5,16.871,28.45,0,0,0.013,218.66,0.025,180,0.033,238.74,0.04,191.59,0.013,98.75,0.016,304.7,0.017,270,0.036,284.42,0.031,250.97,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 2:00,11.3,142.4,4,-6.5,16.846,28.44,0,0,0.041,64.06,0.025,191.77,0.029,195.95,0.026,195.64,0.038,218.66,0.031,172.65,0.026,220.36,0.039,247.38,0.065,258.52,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 3:00,11.3,142.3,3.9,-6.5,16.822,28.44,0,0,0.012,274.76,0.049,199.18,0.005,338.2,0.033,57.26,0.031,174.47,0.052,219.52,0.079,266.38,0.027,265.76,0.047,303.69,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 4:00,11.3,142.3,3.9,-6.5,16.773,28.43,0,0,0.035,336.37,0.012,245.56,0.049,255.68,0.005,180,0.014,192.09,0.046,161.18,0.027,208.44,0.02,212.91,0.031,329.35,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 5:00,11.3,142.5,3.9,-6.5,16.737,28.43,0,0,0.028,255.47,0.023,170.13,0.04,188.53,0.072,152.72,0.05,164.85,0.027,105.07,0.019,180,0.025,78.69,0.072,3.97,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 6:00,11.3,142.4,3.9,-6.5,16.699,28.43,0,0,0.032,102.72,0.012,199.98,0.037,156.19,0.019,186.01,0.029,36.47,0.005,216.87,0.019,98.97,0.022,329.93,0.121,350.93,-99,-99,-99,-99,-99,-99,-99,-99
5/20/2007 7:00,11.3,142.3,3.9,-6.5,16.678,28.43,0,0,0.038,186.01,0.069,247.89,0.004,180,0.025,115.56,0.03,226.33,0.047,187.28,0.03,193.57,0.006,198.43,0.043,7.94,-99,-99,-99,-99,-99,-99,-99,-99
